点号,相对时间(微秒),  1:010AUA(V),  2:010AUB(V),  3:010AUC(V),  4:010AU0(V),  5:010BIA(A),  6:010BIB(A),  7:010BIC(A),  8:010BI0(A)
538,5148.000,3.310000,-7.680000,-4.200000,-2.850000,1.470000,-1.320000,-0.040000,0.030000
539,5304.000,3.400000,-7.410000,-4.410000,-2.800000,1.510000,-1.220000,-0.140000,0.050000
540,5460.000,3.460000,-7.100000,-4.670000,-2.770000,1.510000,-1.170000,-0.310000,0.010000
541,5616.000,3.500000,-6.800000,-4.930000,-2.740000,1.480000,-1.120000,-0.490000,-0.040000
542,5772.000,3.530000,-6.460000,-5.200000,-2.710000,1.520000,-1.020000,-0.610000,-0.030000
543,5928.000,3.580000,-6.080000,-5.440000,-2.640000,1.580000,-0.870000,-0.690000,0.000000
544,6084.000,3.620000,-5.680000,-5.680000,-2.580000,1.620000,-0.740000,-0.760000,0.040000
545,6240.000,3.640000,-5.290000,-5.920000,-2.520000,1.600000,-0.660000,-0.840000,0.030000
546,6396.000,3.670000,-4.920000,-6.130000,-2.460000,1.580000,-0.630000,-0.900000,0.010000
547,6552.000,3.690000,-4.560000,-6.320000,-2.390000,1.540000,-0.620000,-0.920000,0.000000
548,6708.000,3.690000,-4.200000,-6.490000,-2.330000,1.520000,-0.600000,-0.920000,0.000000
549,6864.000,3.700000,-3.800000,-6.650000,-2.250000,1.520000,-0.570000,-0.890000,0.020000
550,7020.000,3.680000,-3.430000,-6.780000,-2.170000,1.500000,-0.540000,-0.850000,0.030000
551,7176.000,3.670000,-3.060000,-6.890000,-2.090000,1.450000,-0.510000,-0.840000,0.030000
552,7332.000,3.640000,-2.690000,-6.970000,-2.000000,1.380000,-0.480000,-0.830000,0.020000
553,7488.000,3.590000,-2.320000,-7.060000,-1.930000,1.310000,-0.420000,-0.840000,0.010000
554,7644.000,3.540000,-1.930000,-7.140000,-1.840000,1.240000,-0.320000,-0.850000,0.020000
555,7800.000,3.490000,-1.500000,-7.200000,-1.730000,1.180000,-0.200000,-0.880000,0.030000
556,7956.000,3.410000,-1.110000,-7.250000,-1.650000,1.110000,-0.060000,-0.930000,0.040000
557,8112.000,3.340000,-0.700000,-7.270000,-1.540000,1.050000,0.060000,-0.990000,0.040000
558,8268.000,3.240000,-0.280000,-7.280000,-1.440000,1.000000,0.170000,-1.060000,0.030000
559,8424.000,3.130000,0.170000,-7.300000,-1.330000,0.960000,0.270000,-1.130000,0.030000
560,8580.000,3.000000,0.610000,-7.290000,-1.220000,0.930000,0.360000,-1.190000,0.030000
561,8736.000,2.870000,1.070000,-7.240000,-1.100000,0.910000,0.450000,-1.230000,0.040000
562,8892.000,2.700000,1.480000,-7.160000,-0.990000,0.880000,0.500000,-1.250000,0.040000
563,9048.000,2.540000,1.920000,-7.070000,-0.870000,0.840000,0.550000,-1.250000,0.040000
564,9204.000,2.360000,2.330000,-6.960000,-0.750000,0.790000,0.590000,-1.250000,0.040000
565,9360.000,2.190000,2.720000,-6.840000,-0.640000,0.750000,0.620000,-1.240000,0.040000
566,9516.000,2.040000,3.090000,-6.700000,-0.520000,0.710000,0.660000,-1.220000,0.050000
567,9672.000,1.890000,3.440000,-6.560000,-0.410000,0.670000,0.690000,-1.210000,0.050000
568,9828.000,1.740000,3.780000,-6.400000,-0.290000,0.640000,0.730000,-1.210000,0.050000
569,9984.000,1.580000,4.130000,-6.240000,-0.170000,0.600000,0.780000,-1.220000,0.050000
570,10140.000,1.420000,4.490000,-6.070000,-0.050000,0.550000,0.840000,-1.230000,0.050000
571,10296.000,1.250000,4.830000,-5.880000,0.060000,0.490000,0.900000,-1.230000,0.050000
572,10452.000,1.070000,5.140000,-5.670000,0.180000,0.420000,0.970000,-1.230000,0.050000
573,10608.000,0.890000,5.450000,-5.440000,0.300000,0.340000,1.040000,-1.200000,0.060000
574,10764.000,0.700000,5.770000,-5.220000,0.410000,0.260000,1.100000,-1.170000,0.060000
575,10920.000,0.510000,6.070000,-4.970000,0.530000,0.150000,1.140000,-1.130000,0.050000
576,11076.000,0.320000,6.380000,-4.720000,0.660000,0.070000,1.200000,-1.080000,0.060000
577,11232.000,0.150000,6.630000,-4.450000,0.770000,-0.020000,1.230000,-1.030000,0.060000
578,11388.000,-0.030000,6.890000,-4.180000,0.890000,-0.090000,1.260000,-0.990000,0.060000
579,11544.000,-0.230000,7.130000,-3.880000,1.000000,-0.160000,1.280000,-0.940000,0.060000
580,11700.000,-0.440000,7.380000,-3.580000,1.120000,-0.210000,1.300000,-0.910000,0.060000
581,11856.000,-0.660000,7.580000,-3.250000,1.220000,-0.270000,1.330000,-0.880000,0.060000
582,12012.000,-0.850000,7.740000,-2.910000,1.320000,-0.330000,1.360000,-0.860000,0.050000
583,12168.000,-1.020000,7.840000,-2.550000,1.420000,-0.390000,1.400000,-0.840000,0.050000
584,12324.000,-1.190000,7.930000,-2.190000,1.510000,-0.440000,1.410000,-0.810000,0.050000
585,12480.000,-1.370000,8.020000,-1.820000,1.610000,-0.500000,1.430000,-0.780000,0.050000
586,12636.000,-1.540000,8.090000,-1.470000,1.690000,-0.550000,1.430000,-0.730000,0.050000
587,12792.000,-1.710000,8.170000,-1.110000,1.780000,-0.600000,1.440000,-0.690000,0.050000
588,12948.000,-1.880000,8.230000,-0.770000,1.860000,-0.650000,1.450000,-0.650000,0.050000
589,13104.000,-2.010000,8.260000,-0.440000,1.930000,-0.710000,1.470000,-0.620000,0.040000
590,13260.000,-2.180000,8.280000,-0.100000,2.000000,-0.760000,1.470000,-0.580000,0.040000
591,13416.000,-2.320000,8.300000,0.240000,2.070000,-0.810000,1.480000,-0.540000,0.040000
592,13572.000,-2.470000,8.280000,0.590000,2.130000,-0.860000,1.460000,-0.490000,0.030000
593,13728.000,-2.620000,8.250000,0.920000,2.180000,-0.900000,1.450000,-0.430000,0.040000
594,13884.000,-2.760000,8.210000,1.270000,2.240000,-0.940000,1.410000,-0.360000,0.030000
595,14040.000,-2.910000,8.170000,1.610000,2.290000,-0.990000,1.370000,-0.290000,0.030000
596,14196.000,-3.060000,8.090000,1.970000,2.330000,-1.030000,1.320000,-0.200000,0.030000
597,14352.000,-3.190000,7.980000,2.310000,2.360000,-1.080000,1.280000,-0.110000,0.030000
598,14508.000,-3.300000,7.830000,2.660000,2.390000,-1.120000,1.220000,-0.030000,0.020000
599,14664.000,-3.390000,7.680000,2.980000,2.420000,-1.150000,1.170000,0.040000,0.020000
600,14820.000,-3.480000,7.510000,3.300000,2.440000,-1.160000,1.110000,0.120000,0.020000
601,14976.000,-3.570000,7.320000,3.640000,2.460000,-1.190000,1.060000,0.170000,0.010000
602,15132.000,-3.650000,7.120000,3.970000,2.480000,-1.210000,1.020000,0.240000,0.010000
603,15288.000,-3.710000,6.900000,4.270000,2.480000,-1.250000,0.990000,0.300000,0.010000
604,15444.000,-3.720000,6.650000,4.550000,2.490000,-1.280000,0.960000,0.360000,0.010000
605,15600.000,-3.730000,6.360000,4.830000,2.480000,-1.330000,0.940000,0.420000,0.010000
606,15756.000,-3.750000,6.080000,5.130000,2.480000,-1.350000,0.910000,0.470000,0.010000
607,15912.000,-3.730000,5.770000,5.410000,2.480000,-1.380000,0.880000,0.520000,0.000000
608,16068.000,-3.700000,5.480000,5.670000,2.480000,-1.400000,0.830000,0.580000,0.000000
609,16224.000,-3.700000,5.190000,5.900000,2.460000,-1.430000,0.780000,0.650000,0.000000
610,16380.000,-3.700000,4.920000,6.110000,2.440000,-1.460000,0.750000,0.700000,0.000000
611,16536.000,-3.680000,4.630000,6.310000,2.420000,-1.480000,0.710000,0.750000,0.000000
612,16692.000,-3.640000,4.330000,6.530000,2.400000,-1.490000,0.660000,0.800000,-0.010000
613,16848.000,-3.600000,4.010000,6.720000,2.370000,-1.500000,0.610000,0.850000,-0.010000
614,17004.000,-3.550000,3.680000,6.890000,2.340000,-1.480000,0.540000,0.900000,-0.010000
615,17160.000,-3.470000,3.330000,7.070000,2.310000,-1.460000,0.460000,0.950000,-0.010000
616,17316.000,-3.380000,2.990000,7.210000,2.270000,-1.410000,0.370000,0.990000,-0.010000
617,17472.000,-3.310000,2.650000,7.310000,2.210000,-1.360000,0.280000,1.020000,-0.020000
618,17628.000,-3.220000,2.290000,7.430000,2.160000,-1.310000,0.180000,1.050000,-0.020000
619,17784.000,-3.120000,1.910000,7.550000,2.110000,-1.230000,0.090000,1.080000,-0.020000
620,17940.000,-3.000000,1.560000,7.630000,2.060000,-1.170000,-0.010000,1.100000,-0.020000
621,18096.000,-2.870000,1.190000,7.700000,2.000000,-1.100000,-0.100000,1.120000,-0.020000
622,18252.000,-2.730000,0.810000,7.770000,1.950000,-1.050000,-0.180000,1.140000,-0.030000
623,18408.000,-2.560000,0.440000,7.810000,1.890000,-1.000000,-0.240000,1.150000,-0.030000
624,18564.000,-2.400000,0.060000,7.820000,1.820000,-0.960000,-0.320000,1.180000,-0.030000
625,18720.000,-2.210000,-0.280000,7.790000,1.760000,-0.930000,-0.390000,1.210000,-0.030000
626,18876.000,-2.030000,-0.600000,7.740000,1.700000,-0.910000,-0.460000,1.250000,-0.040000
627,19032.000,-1.800000,-0.960000,7.670000,1.630000,-0.890000,-0.510000,1.280000,-0.040000
628,19188.000,-1.580000,-1.320000,7.600000,1.560000,-0.870000,-0.560000,1.300000,-0.040000
629,19344.000,-1.360000,-1.640000,7.510000,1.500000,-0.830000,-0.620000,1.320000,-0.040000
630,19500.000,-1.140000,-1.960000,7.420000,1.440000,-0.790000,-0.680000,1.340000,-0.040000
631,19656.000,-0.940000,-2.260000,7.310000,1.370000,-0.740000,-0.760000,1.360000,-0.040000
632,19812.000,-0.760000,-2.560000,7.190000,1.290000,-0.700000,-0.830000,1.370000,-0.050000
633,19968.000,-0.540000,-2.870000,7.070000,1.220000,-0.650000,-0.890000,1.370000,-0.050000
634,20124.000,-0.330000,-3.180000,6.940000,1.140000,-0.600000,-0.960000,1.390000,-0.050000
635,20280.000,-0.120000,-3.470000,6.780000,1.060000,-0.550000,-1.020000,1.390000,-0.060000
636,20436.000,0.120000,-3.760000,6.610000,0.990000,-0.480000,-1.060000,1.370000,-0.050000
637,20592.000,0.350000,-4.060000,6.430000,0.900000,-0.410000,-1.110000,1.340000,-0.060000
638,20748.000,0.590000,-4.340000,6.230000,0.820000,-0.330000,-1.160000,1.300000,-0.060000
639,20904.000,0.830000,-4.610000,6.000000,0.740000,-0.240000,-1.200000,1.260000,-0.060000
640,21060.000,1.080000,-4.860000,5.760000,0.660000,-0.150000,-1.240000,1.200000,-0.060000
641,21216.000,1.300000,-5.090000,5.520000,0.570000,-0.060000,-1.270000,1.140000,-0.060000
642,21372.000,1.520000,-5.300000,5.270000,0.490000,0.010000,-1.300000,1.090000,-0.060000
643,21528.000,1.760000,-5.590000,5.010000,0.390000,0.080000,-1.320000,1.040000,-0.060000
644,21684.000,2.010000,-5.810000,4.720000,0.300000,0.150000,-1.350000,1.000000,-0.060000
645,21840.000,2.260000,-6.000000,4.420000,0.220000,0.220000,-1.390000,0.970000,-0.060000
646,21996.000,2.480000,-6.150000,4.090000,0.140000,0.280000,-1.440000,0.950000,-0.070000
647,22152.000,2.680000,-6.230000,3.750000,0.060000,0.360000,-1.480000,0.910000,-0.070000
648,22308.000,2.880000,-6.300000,3.380000,-0.010000,0.410000,-1.500000,0.880000,-0.070000
649,22464.000,3.080000,-6.380000,3.010000,-0.090000,0.470000,-1.510000,0.840000,-0.060000
650,22620.000,3.280000,-6.480000,2.640000,-0.180000,0.520000,-1.520000,0.790000,-0.070000
651,22776.000,3.460000,-6.550000,2.290000,-0.260000,0.570000,-1.520000,0.740000,-0.070000
652,22932.000,3.580000,-6.620000,1.940000,-0.360000,0.620000,-1.540000,0.700000,-0.070000
653,23088.000,3.710000,-6.670000,1.600000,-0.450000,0.680000,-1.560000,0.670000,-0.070000
654,23244.000,3.850000,-6.720000,1.260000,-0.530000,0.730000,-1.580000,0.640000,-0.070000
655,23400.000,4.000000,-6.750000,0.890000,-0.620000,0.780000,-1.590000,0.600000,-0.070000
656,23556.000,4.130000,-6.770000,0.530000,-0.700000,0.830000,-1.590000,0.550000,-0.070000
657,23712.000,4.250000,-6.770000,0.160000,-0.780000,0.880000,-1.570000,0.480000,-0.070000
658,23868.000,4.360000,-6.760000,-0.200000,-0.860000,0.920000,-1.550000,0.410000,-0.070000
659,24024.000,4.490000,-6.730000,-0.560000,-0.930000,0.970000,-1.510000,0.340000,-0.060000
660,24180.000,4.590000,-6.690000,-0.940000,-1.010000,1.000000,-1.470000,0.260000,-0.070000
661,24336.000,4.690000,-6.600000,-1.320000,-1.070000,1.050000,-1.420000,0.180000,-0.060000
662,24492.000,4.760000,-6.510000,-1.690000,-1.140000,1.070000,-1.360000,0.090000,-0.060000
663,24648.000,4.830000,-6.430000,-2.050000,-1.210000,1.100000,-1.280000,0.000000,-0.060000
664,24804.000,4.890000,-6.300000,-2.400000,-1.270000,1.130000,-1.230000,-0.080000,-0.060000
665,24960.000,4.940000,-6.160000,-2.760000,-1.320000,1.160000,-1.180000,-0.150000,-0.050000
666,25116.000,4.990000,-5.990000,-3.120000,-1.370000,1.190000,-1.140000,-0.220000,-0.050000
667,25272.000,5.000000,-5.820000,-3.450000,-1.420000,1.240000,-1.110000,-0.290000,-0.050000
668,25428.000,4.980000,-5.610000,-3.760000,-1.460000,1.280000,-1.070000,-0.360000,-0.050000
669,25584.000,4.950000,-5.370000,-4.060000,-1.490000,1.310000,-1.040000,-0.430000,-0.050000
670,25740.000,4.920000,-5.110000,-4.380000,-1.520000,1.340000,-1.010000,-0.480000,-0.050000
671,25896.000,4.880000,-4.860000,-4.680000,-1.550000,1.360000,-0.970000,-0.530000,-0.040000
672,26052.000,4.820000,-4.600000,-4.970000,-1.580000,1.390000,-0.920000,-0.610000,-0.040000
673,26208.000,4.760000,-4.360000,-5.230000,-1.610000,1.410000,-0.870000,-0.670000,-0.040000
674,26364.000,4.700000,-4.120000,-5.490000,-1.630000,1.440000,-0.830000,-0.730000,-0.040000
675,26520.000,4.630000,-3.890000,-5.710000,-1.650000,1.450000,-0.780000,-0.780000,-0.030000
676,26676.000,4.540000,-3.620000,-5.960000,-1.680000,1.450000,-0.730000,-0.840000,-0.040000
677,26832.000,4.460000,-3.340000,-6.230000,-1.700000,1.450000,-0.670000,-0.880000,-0.030000
678,26988.000,4.350000,-3.070000,-6.440000,-1.720000,1.440000,-0.610000,-0.930000,-0.030000
679,27144.000,4.240000,-2.790000,-6.640000,-1.730000,1.420000,-0.530000,-0.980000,-0.030000
680,27300.000,4.110000,-2.510000,-6.830000,-1.740000,1.380000,-0.450000,-1.020000,-0.030000
681,27456.000,3.990000,-2.210000,-7.010000,-1.740000,1.330000,-0.370000,-1.050000,-0.030000
682,27612.000,3.830000,-1.910000,-7.170000,-1.750000,1.280000,-0.270000,-1.080000,-0.020000
683,27768.000,3.670000,-1.590000,-7.320000,-1.740000,1.220000,-0.170000,-1.110000,-0.020000
684,27924.000,3.490000,-1.290000,-7.440000,-1.740000,1.140000,-0.080000,-1.130000,-0.020000
685,28080.000,3.310000,-0.980000,-7.550000,-1.740000,1.080000,0.010000,-1.160000,-0.020000
686,28236.000,3.110000,-0.650000,-7.640000,-1.720000,1.020000,0.090000,-1.180000,-0.020000
687,28392.000,2.910000,-0.310000,-7.740000,-1.710000,0.990000,0.180000,-1.210000,-0.010000
688,28548.000,2.690000,0.000000,-7.800000,-1.700000,0.940000,0.260000,-1.250000,-0.010000
689,28704.000,2.440000,0.310000,-7.820000,-1.690000,0.910000,0.330000,-1.290000,-0.010000
690,28860.000,2.180000,0.600000,-7.790000,-1.670000,0.880000,0.400000,-1.320000,-0.010000
691,29016.000,1.900000,0.920000,-7.770000,-1.650000,0.850000,0.460000,-1.340000,-0.010000
692,29172.000,1.630000,1.230000,-7.730000,-1.620000,0.810000,0.510000,-1.350000,-0.010000
693,29328.000,1.350000,1.520000,-7.690000,-1.600000,0.770000,0.580000,-1.350000,0.000000
694,29484.000,1.080000,1.800000,-7.640000,-1.580000,0.720000,0.640000,-1.370000,0.000000
695,29640.000,0.830000,2.070000,-7.570000,-1.550000,0.680000,0.710000,-1.390000,0.000000
696,29796.000,0.580000,2.300000,-7.480000,-1.530000,0.640000,0.780000,-1.410000,0.000000
697,29952.000,0.300000,2.570000,-7.390000,-1.500000,0.600000,0.850000,-1.420000,0.010000
698,30108.000,0.030000,2.840000,-7.300000,-1.470000,0.550000,0.910000,-1.430000,0.010000
699,30264.000,-0.240000,3.080000,-7.180000,-1.440000,0.480000,0.970000,-1.430000,0.000000
700,30420.000,-0.520000,3.340000,-7.060000,-1.410000,0.420000,1.020000,-1.420000,0.000000
701,30576.000,-0.800000,3.520000,-6.900000,-1.390000,0.340000,1.070000,-1.390000,0.000000
702,30732.000,-1.090000,3.750000,-6.740000,-1.360000,0.260000,1.130000,-1.350000,0.010000
703,30888.000,-1.380000,3.970000,-6.560000,-1.320000,0.170000,1.160000,-1.290000,0.010000
704,31044.000,-1.660000,4.180000,-6.370000,-1.280000,0.080000,1.200000,-1.240000,0.010000
705,31200.000,-1.930000,4.350000,-6.150000,-1.240000,-0.010000,1.270000,-1.170000,0.030000
706,31356.000,-2.200000,4.520000,-5.940000,-1.200000,-0.100000,1.260000,-1.120000,0.010000
707,31512.000,-2.390000,4.910000,-5.570000,-1.010000,-0.600000,1.390000,-0.950000,-0.050000
708,31668.000,-2.210000,5.270000,-5.230000,-0.720000,-2.030000,1.290000,-0.990000,-0.570000
709,31824.000,-1.970000,5.270000,-5.060000,-0.580000,-3.630000,0.880000,-1.320000,-1.350000
710,31980.000,-1.970000,5.670000,-4.560000,-0.280000,-5.130000,0.770000,-1.400000,-1.920000
711,32136.000,-2.090000,6.060000,-4.020000,-0.010000,-6.490000,0.740000,-1.400000,-2.380000
712,32292.000,-2.040000,6.390000,-3.530000,0.270000,-7.700000,0.830000,-1.320000,-2.730000
713,32448.000,-2.010000,6.820000,-2.880000,0.640000,-8.670000,1.050000,-1.080000,-2.900000
714,32604.000,-2.070000,7.220000,-2.220000,0.970000,-9.250000,1.210000,-0.900000,-2.980000
715,32760.000,-2.150000,7.610000,-1.560000,1.300000,-9.550000,1.390000,-0.690000,-2.950000
716,32916.000,-2.230000,7.970000,-0.920000,1.600000,-9.560000,1.540000,-0.500000,-2.840000
717,33072.000,-2.260000,8.270000,-0.320000,1.890000,-9.250000,1.660000,-0.350000,-2.640000
718,33228.000,-2.330000,8.570000,0.290000,2.170000,-8.620000,1.780000,-0.230000,-2.350000
719,33384.000,-2.410000,8.790000,0.850000,2.410000,-7.680000,1.860000,-0.200000,-2.000000
720,33540.000,-2.510000,8.920000,1.370000,2.590000,-6.550000,1.930000,-0.220000,-1.610000
721,33696.000,-2.600000,8.980000,1.810000,2.730000,-5.260000,1.990000,-0.320000,-1.190000
722,33852.000,-2.700000,8.960000,2.190000,2.810000,-3.920000,2.040000,-0.410000,-0.760000
723,34008.000,-2.830000,8.900000,2.500000,2.850000,-2.590000,2.110000,-0.470000,-0.310000
724,34164.000,-2.800000,8.730000,2.730000,2.880000,-1.480000,2.150000,-0.430000,0.080000
725,34320.000,-2.840000,8.670000,3.010000,2.940000,-0.920000,2.150000,-0.340000,0.290000
726,34476.000,-2.850000,8.540000,3.200000,2.960000,-0.760000,1.930000,-0.350000,0.270000
727,34632.000,-2.940000,8.400000,3.420000,2.960000,-0.830000,1.680000,-0.360000,0.160000
728,34788.000,-3.030000,8.210000,3.630000,2.930000,-0.920000,1.450000,-0.300000,0.070000
729,34944.000,-3.160000,7.970000,3.870000,2.890000,-0.970000,1.290000,-0.150000,0.050000
730,35100.000,-2.860000,6.280000,4.460000,2.620000,-0.970000,1.170000,0.100000,0.100000
731,35256.000,-3.070000,1.830000,5.040000,1.260000,-0.760000,0.060000,0.580000,-0.040000
732,35412.000,-4.670000,2.700000,4.000000,0.670000,-0.940000,-1.320000,0.700000,-0.520000
733,35568.000,-5.830000,2.150000,3.410000,-0.090000,-1.070000,-2.380000,0.870000,-0.860000
734,35724.000,-5.800000,2.810000,2.220000,-0.250000,-2.250000,-1.440000,1.120000,-0.850000
735,35880.000,-6.530000,3.770000,2.270000,-0.160000,-5.440000,-0.290000,0.840000,-1.630000
736,36036.000,-6.080000,3.180000,1.940000,-0.320000,-8.390000,0.230000,-0.500000,-2.880000
737,36192.000,-5.680000,3.000000,2.590000,-0.030000,-9.640000,1.090000,-0.890000,-3.140000
738,36348.000,-5.640000,2.240000,3.010000,-0.130000,-9.640000,1.100000,-1.300000,-3.280000
739,36504.000,-5.830000,1.660000,3.550000,-0.200000,-9.640000,0.980000,-1.060000,-3.240000
740,36660.000,-5.750000,1.400000,4.360000,0.000000,-9.640000,0.720000,-0.420000,-3.110000
741,36816.000,-5.550000,0.610000,4.950000,0.000000,-9.640000,0.000000,0.090000,-3.180000
742,36972.000,-5.380000,0.260000,5.430000,0.100000,-9.640000,-0.610000,0.860000,-3.130000
743,37128.000,-5.350000,-0.030000,5.760000,0.120000,-9.640000,-1.340000,1.490000,-3.160000
744,37284.000,-5.340000,-0.160000,5.960000,0.150000,-9.640000,-1.840000,1.970000,-3.170000
745,37440.000,-5.370000,-0.120000,6.100000,0.200000,-9.640000,-2.020000,2.200000,-3.150000
746,37596.000,-5.400000,-0.280000,6.100000,0.140000,-9.640000,-2.030000,2.040000,-3.210000
747,37752.000,-5.380000,-0.360000,6.100000,0.120000,-9.640000,-1.810000,1.750000,-3.230000
748,37908.000,-5.320000,-0.560000,6.130000,0.080000,-9.640000,-1.540000,1.400000,-3.260000
749,38064.000,-5.190000,-0.790000,6.220000,0.080000,-9.640000,-1.270000,1.110000,-3.260000
750,38220.000,-5.060000,-1.010000,6.360000,0.090000,-9.640000,-1.030000,0.930000,-3.240000
751,38376.000,-4.860000,-1.250000,6.470000,0.120000,-9.640000,-0.900000,0.810000,-3.240000
752,38532.000,-4.680000,-1.450000,6.550000,0.140000,-9.640000,-0.890000,0.790000,-3.240000
753,38688.000,-4.480000,-1.660000,6.610000,0.150000,-9.640000,-0.980000,0.810000,-3.270000
754,38844.000,-4.260000,-1.900000,6.620000,0.150000,-9.640000,-1.110000,0.890000,-3.280000
755,39000.000,-4.040000,-2.110000,6.610000,0.150000,-9.640000,-1.220000,1.010000,-3.280000
756,39156.000,-3.830000,-2.320000,6.600000,0.150000,-9.640000,-1.320000,1.130000,-3.270000
757,39312.000,-3.640000,-2.500000,6.590000,0.150000,-9.640000,-1.370000,1.270000,-3.240000
758,39468.000,-3.440000,-2.660000,6.580000,0.160000,-9.640000,-1.430000,1.410000,-3.220000
759,39624.000,-3.240000,-2.830000,6.530000,0.150000,-9.640000,-1.480000,1.510000,-3.200000
760,39780.000,-3.060000,-2.950000,6.480000,0.150000,-9.640000,-1.500000,1.610000,-3.170000
761,39936.000,-2.860000,-3.120000,6.430000,0.150000,-9.640000,-1.500000,1.650000,-3.160000
762,40092.000,-2.650000,-3.270000,6.370000,0.150000,-9.640000,-1.470000,1.680000,-3.140000
763,40248.000,-1.980000,-3.450000,6.320000,0.290000,-9.640000,-1.440000,1.690000,-3.130000
764,40404.000,-1.600000,-3.610000,6.230000,0.340000,-9.640000,-1.410000,1.680000,-3.120000
765,40560.000,-1.340000,-3.760000,6.140000,0.340000,-9.400000,-1.390000,1.670000,-3.040000
766,40716.000,-1.050000,-3.950000,6.030000,0.340000,-7.860000,-1.360000,1.660000,-2.520000
767,40872.000,-0.760000,-4.120000,5.890000,0.330000,-6.270000,-1.320000,1.640000,-1.980000
768,41028.000,-0.470000,-4.260000,5.720000,0.330000,-4.650000,-1.260000,1.620000,-1.430000
769,41184.000,-0.180000,-4.420000,5.550000,0.310000,-3.040000,-1.180000,1.580000,-0.880000
770,41340.000,0.110000,-4.540000,5.360000,0.310000,-1.400000,-1.080000,1.520000,-0.320000
771,41496.000,0.410000,-4.790000,5.190000,0.270000,0.230000,-0.980000,1.470000,0.240000
772,41652.000,0.950000,-5.200000,4.960000,0.230000,1.730000,-0.900000,1.470000,0.760000
773,41808.000,1.380000,-5.350000,4.750000,0.260000,2.620000,-0.970000,1.440000,1.030000
774,41964.000,1.890000,-5.580000,4.420000,0.240000,3.040000,-1.320000,1.210000,0.970000
775,42120.000,2.300000,-5.770000,4.090000,0.200000,3.180000,-1.680000,0.980000,0.820000
776,42276.000,2.680000,-5.930000,3.700000,0.150000,3.270000,-1.910000,0.830000,0.730000
777,42432.000,3.010000,-6.050000,3.290000,0.080000,3.340000,-1.960000,0.760000,0.710000
778,42588.000,3.340000,-6.130000,2.910000,0.040000,3.420000,-1.840000,0.790000,0.790000
779,42744.000,3.670000,-6.160000,2.580000,0.030000,3.410000,-1.670000,0.840000,0.860000
780,42900.000,3.910000,-6.160000,2.290000,0.010000,3.280000,-1.560000,0.850000,0.850000
781,43056.000,4.120000,-6.140000,2.000000,0.000000,3.090000,-1.510000,0.800000,0.790000
782,43212.000,4.290000,-6.140000,1.690000,-0.050000,2.950000,-1.470000,0.760000,0.740000
783,43368.000,4.460000,-6.100000,1.380000,-0.080000,2.900000,-1.400000,0.750000,0.750000
784,43524.000,4.620000,-6.060000,1.080000,-0.120000,2.940000,-1.330000,0.740000,0.780000
785,43680.000,4.810000,-6.000000,0.790000,-0.130000,3.040000,-1.310000,0.690000,0.800000
786,43836.000,4.910000,-5.940000,0.510000,-0.170000,3.150000,-1.330000,0.600000,0.800000
787,43992.000,5.060000,-5.870000,0.180000,-0.210000,3.290000,-1.390000,0.440000,0.780000
788,44148.000,5.200000,-5.800000,-0.170000,-0.250000,3.430000,-1.430000,0.270000,0.750000
789,44304.000,5.360000,-5.700000,-0.530000,-0.290000,3.580000,-1.430000,0.120000,0.750000
790,44460.000,5.510000,-5.570000,-0.880000,-0.310000,3.710000,-1.380000,0.000000,0.770000
791,44616.000,5.640000,-5.440000,-1.210000,-0.330000,3.790000,-1.320000,-0.100000,0.790000
792,44772.000,5.740000,-5.300000,-1.540000,-0.360000,3.820000,-1.270000,-0.190000,0.780000
793,44928.000,5.840000,-5.150000,-1.890000,-0.400000,3.810000,-1.230000,-0.280000,0.760000
794,45084.000,5.920000,-4.960000,-2.210000,-0.410000,3.790000,-1.160000,-0.350000,0.760000
795,45240.000,5.960000,-4.750000,-2.540000,-0.440000,3.760000,-1.070000,-0.410000,0.760000
796,45396.000,5.990000,-4.500000,-2.840000,-0.450000,3.760000,-0.990000,-0.470000,0.760000
797,45552.000,5.970000,-4.250000,-3.140000,-0.470000,3.750000,-0.910000,-0.530000,0.770000
798,45708.000,5.960000,-3.980000,-3.430000,-0.480000,3.730000,-0.840000,-0.600000,0.760000
799,45864.000,5.940000,-3.710000,-3.720000,-0.490000,3.710000,-0.780000,-0.660000,0.750000
800,46020.000,5.890000,-3.420000,-4.010000,-0.510000,3.700000,-0.720000,-0.720000,0.750000
801,46176.000,5.840000,-3.180000,-4.260000,-0.530000,3.700000,-0.660000,-0.780000,0.750000
802,46332.000,5.790000,-2.920000,-4.510000,-0.540000,3.730000,-0.600000,-0.850000,0.760000
803,46488.000,5.730000,-2.670000,-4.760000,-0.560000,3.750000,-0.560000,-0.910000,0.760000
804,46644.000,5.660000,-2.410000,-4.990000,-0.580000,3.780000,-0.530000,-0.980000,0.750000
805,46800.000,5.580000,-2.140000,-5.230000,-0.590000,3.790000,-0.490000,-1.040000,0.750000
806,46956.000,5.480000,-1.850000,-5.470000,-0.610000,3.790000,-0.430000,-1.120000,0.740000
807,47112.000,5.370000,-1.580000,-5.680000,-0.630000,3.780000,-0.360000,-1.170000,0.750000
808,47268.000,5.250000,-1.310000,-5.880000,-0.640000,3.750000,-0.270000,-1.230000,0.750000
