点号,相对时间(微秒),  1:010AUA(V),  2:010AUB(V),  3:010AUC(V),  4:010AU0(V),  5:010BIA(A),  6:010BIB(A),  7:010BIC(A),  8:010BI0(A)
533,2964.000,-1.670000,-1.090000,1.490000,-0.420000,4.710000,-2.180000,-2.710000,-0.060000
534,3120.000,-1.570000,-1.150000,1.260000,-0.480000,4.620000,-1.840000,-2.950000,-0.050000
535,3276.000,-1.610000,-1.210000,1.170000,-0.550000,4.430000,-1.490000,-3.280000,-0.110000
536,3432.000,-1.440000,-1.000000,1.200000,-0.410000,4.340000,-0.990000,-3.670000,-0.100000
537,3588.000,-1.220000,-0.840000,1.340000,-0.240000,4.380000,-0.310000,-3.970000,0.030000
538,3744.000,-1.080000,-0.680000,1.420000,-0.110000,4.410000,0.300000,-4.260000,0.150000
539,3900.000,-1.060000,-0.620000,1.520000,-0.050000,4.240000,0.600000,-4.580000,0.080000
540,4056.000,-1.080000,-0.620000,1.500000,-0.060000,3.900000,0.660000,-4.820000,-0.080000
541,4212.000,-1.090000,-0.750000,1.490000,-0.110000,3.630000,0.690000,-4.810000,-0.160000
542,4368.000,-1.010000,-0.890000,1.450000,-0.150000,3.480000,0.770000,-4.600000,-0.110000
543,4524.000,-0.940000,-0.930000,1.450000,-0.140000,3.450000,0.830000,-4.390000,-0.030000
544,4680.000,-0.870000,-0.920000,1.450000,-0.110000,3.420000,0.870000,-4.310000,0.000000
545,4836.000,-0.670000,-1.070000,1.320000,-0.140000,3.400000,0.940000,-4.440000,-0.030000
546,4992.000,-0.660000,-1.070000,1.270000,-0.150000,3.380000,1.090000,-4.680000,-0.070000
547,5148.000,-0.630000,-1.150000,1.240000,-0.180000,3.330000,1.380000,-4.930000,-0.070000
548,5304.000,-0.600000,-1.190000,1.240000,-0.180000,3.190000,1.740000,-5.070000,-0.040000
549,5460.000,-0.580000,-1.190000,1.230000,-0.180000,2.900000,2.120000,-5.120000,-0.030000
550,5616.000,-0.590000,-1.240000,1.230000,-0.200000,2.500000,2.480000,-5.090000,-0.030000
551,5772.000,-0.500000,-1.370000,1.190000,-0.220000,2.060000,2.800000,-5.020000,-0.050000
552,5928.000,-0.290000,-1.420000,1.010000,-0.230000,1.740000,3.080000,-5.000000,-0.060000
553,6084.000,-0.270000,-1.490000,1.040000,-0.240000,1.570000,3.330000,-5.030000,-0.040000
554,6240.000,-0.150000,-1.540000,1.030000,-0.220000,1.520000,3.540000,-5.140000,-0.020000
555,6396.000,-0.130000,-1.630000,1.040000,-0.240000,1.460000,3.710000,-5.270000,-0.030000
556,6552.000,-0.110000,-1.650000,1.030000,-0.240000,1.350000,3.830000,-5.350000,-0.050000
557,6708.000,-0.080000,-1.470000,0.920000,-0.210000,1.170000,3.980000,-5.320000,-0.050000
558,6864.000,0.050000,-1.430000,0.780000,-0.200000,0.940000,4.150000,-5.200000,-0.030000
559,7020.000,0.060000,-1.370000,0.740000,-0.190000,0.660000,4.340000,-5.080000,-0.020000
560,7176.000,0.070000,-1.370000,0.720000,-0.190000,0.350000,4.500000,-4.960000,-0.030000
561,7332.000,0.040000,-1.420000,0.770000,-0.200000,0.030000,4.590000,-4.830000,-0.070000
562,7488.000,0.000000,-1.470000,0.780000,-0.230000,-0.240000,4.700000,-4.700000,-0.080000
563,7644.000,0.260000,-1.620000,0.650000,-0.230000,-0.430000,4.820000,-4.600000,-0.070000
564,7800.000,0.250000,-1.440000,0.590000,-0.200000,-0.470000,4.990000,-4.640000,-0.040000
565,7956.000,0.370000,-1.470000,0.600000,-0.160000,-0.450000,5.230000,-4.790000,0.000000
566,8112.000,0.440000,-1.410000,0.560000,-0.130000,-0.520000,5.550000,-5.020000,0.000000
567,8268.000,0.600000,-1.480000,0.460000,-0.140000,-0.690000,5.860000,-5.270000,-0.030000
568,8424.000,0.720000,-1.570000,0.400000,-0.150000,-0.920000,6.150000,-5.390000,-0.050000
569,8580.000,0.770000,-1.540000,0.310000,-0.150000,-1.150000,6.370000,-5.370000,-0.050000
570,8736.000,0.840000,-1.590000,0.270000,-0.160000,-1.410000,6.510000,-5.220000,-0.040000
571,8892.000,0.710000,-1.500000,0.310000,-0.160000,-1.730000,6.570000,-4.990000,-0.050000
572,9048.000,0.770000,-1.500000,0.260000,-0.150000,-2.120000,6.620000,-4.690000,-0.060000
573,9204.000,0.760000,-1.360000,0.150000,-0.150000,-2.540000,6.670000,-4.360000,-0.070000
574,9360.000,0.750000,-1.390000,0.140000,-0.160000,-2.920000,6.720000,-4.030000,-0.070000
575,9516.000,0.720000,-1.350000,0.140000,-0.160000,-3.290000,6.780000,-3.680000,-0.060000
576,9672.000,0.770000,-1.280000,0.040000,-0.150000,-3.620000,6.800000,-3.380000,-0.060000
577,9828.000,0.730000,-1.330000,0.100000,-0.160000,-3.900000,6.820000,-3.130000,-0.070000
578,9984.000,0.700000,-1.380000,0.150000,-0.170000,-4.120000,6.830000,-2.910000,-0.060000
579,10140.000,1.060000,-0.910000,-0.470000,-0.100000,-4.280000,6.870000,-2.800000,-0.070000
580,10296.000,1.140000,-0.940000,-0.480000,-0.090000,-4.320000,7.000000,-2.810000,-0.040000
581,10452.000,1.320000,-0.820000,-0.600000,-0.030000,-4.310000,7.170000,-2.900000,-0.010000
582,10608.000,1.470000,-0.830000,-0.630000,0.000000,-4.410000,7.210000,-2.930000,-0.040000
583,10764.000,1.460000,-0.790000,-0.810000,-0.040000,-4.590000,7.150000,-2.860000,-0.100000
584,10920.000,1.380000,-0.690000,-0.800000,-0.030000,-4.810000,7.050000,-2.600000,-0.120000
585,11076.000,1.400000,-0.640000,-0.830000,-0.020000,-5.090000,6.960000,-2.160000,-0.090000
586,11232.000,1.370000,-0.590000,-0.860000,-0.020000,-5.410000,6.850000,-1.680000,-0.080000
587,11388.000,1.380000,-0.570000,-0.840000,-0.010000,-5.730000,6.700000,-1.200000,-0.070000
588,11544.000,1.420000,-0.460000,-0.920000,0.010000,-5.990000,6.560000,-0.820000,-0.080000
589,11700.000,1.420000,-0.420000,-0.930000,0.020000,-6.180000,6.420000,-0.520000,-0.090000
590,11856.000,1.330000,-0.330000,-0.950000,0.010000,-6.300000,6.300000,-0.300000,-0.100000
591,12012.000,1.330000,-0.340000,-0.960000,0.010000,-6.420000,6.190000,-0.090000,-0.100000
592,12168.000,1.170000,-0.050000,-0.980000,0.040000,-6.560000,6.120000,0.120000,-0.100000
593,12324.000,1.240000,-0.040000,-1.100000,0.030000,-6.750000,6.080000,0.340000,-0.110000
594,12480.000,1.270000,0.000000,-1.190000,0.020000,-6.950000,6.060000,0.560000,-0.110000
595,12636.000,1.140000,0.030000,-1.110000,0.020000,-7.110000,6.020000,0.760000,-0.110000
596,12792.000,1.150000,0.110000,-1.130000,0.040000,-7.270000,5.960000,0.990000,-0.100000
597,12948.000,1.120000,0.150000,-1.120000,0.050000,-7.420000,5.850000,1.250000,-0.100000
598,13104.000,1.130000,0.130000,-1.110000,0.050000,-7.560000,5.690000,1.540000,-0.110000
599,13260.000,1.140000,0.150000,-1.110000,0.060000,-7.680000,5.480000,1.850000,-0.110000
600,13416.000,1.150000,0.130000,-1.090000,0.060000,-7.800000,5.260000,2.170000,-0.120000
601,13572.000,1.040000,0.060000,-0.930000,0.050000,-7.900000,4.980000,2.530000,-0.130000
602,13728.000,0.960000,0.060000,-0.870000,0.050000,-8.010000,4.670000,2.920000,-0.140000
603,13884.000,0.880000,0.410000,-0.980000,0.100000,-8.110000,4.380000,3.300000,-0.140000
604,14040.000,0.800000,0.440000,-0.880000,0.120000,-8.190000,4.130000,3.650000,-0.130000
605,14196.000,0.820000,0.450000,-0.920000,0.110000,-8.250000,3.920000,3.950000,-0.120000
606,14352.000,0.730000,0.490000,-0.860000,0.120000,-8.270000,3.640000,4.220000,-0.130000
607,14508.000,0.680000,0.530000,-0.860000,0.110000,-8.250000,3.340000,4.460000,-0.150000
608,14664.000,0.610000,0.670000,-0.900000,0.120000,-8.210000,3.010000,4.700000,-0.160000
609,14820.000,0.580000,0.730000,-0.920000,0.130000,-8.140000,2.710000,4.930000,-0.160000
610,14976.000,0.560000,0.820000,-0.960000,0.140000,-8.040000,2.430000,5.140000,-0.150000
611,15132.000,0.480000,0.970000,-0.940000,0.170000,-7.920000,2.170000,5.320000,-0.140000
612,15288.000,0.470000,1.050000,-0.940000,0.190000,-7.780000,1.900000,5.470000,-0.130000
613,15444.000,0.430000,1.130000,-0.950000,0.200000,-7.630000,1.600000,5.580000,-0.150000
614,15600.000,0.440000,1.170000,-1.020000,0.190000,-7.440000,1.280000,5.670000,-0.160000
615,15756.000,0.310000,1.130000,-0.890000,0.180000,-7.240000,0.930000,5.780000,-0.170000
616,15912.000,0.300000,1.120000,-0.890000,0.170000,-7.030000,0.570000,5.920000,-0.180000
617,16068.000,0.140000,1.170000,-0.790000,0.170000,-6.840000,0.230000,6.100000,-0.170000
618,16224.000,0.130000,1.180000,-0.750000,0.180000,-6.680000,-0.080000,6.280000,-0.160000
619,16380.000,0.130000,1.190000,-0.660000,0.220000,-6.530000,-0.380000,6.450000,-0.150000
620,16536.000,0.150000,1.200000,-0.600000,0.250000,-6.340000,-0.670000,6.580000,-0.140000
621,16692.000,0.170000,1.250000,-0.580000,0.280000,-6.090000,-0.960000,6.650000,-0.130000
622,16848.000,0.180000,1.230000,-0.460000,0.310000,-5.800000,-1.280000,6.670000,-0.130000
623,17004.000,0.240000,1.310000,-0.460000,0.360000,-5.480000,-1.610000,6.660000,-0.140000
624,17160.000,0.340000,1.310000,-0.440000,0.400000,-5.110000,-1.920000,6.610000,-0.140000
625,17316.000,0.340000,1.300000,-0.330000,0.430000,-4.750000,-2.230000,6.570000,-0.130000
626,17472.000,0.260000,1.410000,-0.220000,0.480000,-4.440000,-2.500000,6.520000,-0.140000
627,17628.000,0.290000,1.410000,-0.150000,0.510000,-4.160000,-2.740000,6.490000,-0.130000
628,17784.000,0.270000,1.470000,-0.040000,0.560000,-3.910000,-2.950000,6.450000,-0.130000
629,17940.000,0.300000,1.490000,-0.010000,0.590000,-3.640000,-3.160000,6.400000,-0.130000
630,18096.000,0.000000,1.540000,0.120000,0.550000,-3.350000,-3.390000,6.320000,-0.140000
631,18252.000,-1.390000,1.880000,0.560000,0.350000,-3.280000,-3.600000,6.260000,-0.200000
632,18408.000,-2.760000,2.260000,1.020000,0.170000,-3.650000,-3.700000,6.280000,-0.350000
633,18564.000,-3.810000,2.420000,1.230000,-0.050000,-4.290000,-3.600000,6.490000,-0.460000
634,18720.000,-4.650000,2.510000,1.380000,-0.250000,-4.870000,-3.290000,6.860000,-0.430000
635,18876.000,-5.250000,2.610000,1.500000,-0.380000,-5.160000,-2.940000,7.230000,-0.290000
636,19032.000,-5.640000,2.670000,1.700000,-0.420000,-5.170000,-2.730000,7.460000,-0.140000
637,19188.000,-5.780000,2.710000,1.830000,-0.410000,-5.000000,-2.790000,7.510000,-0.090000
638,19344.000,-5.780000,2.700000,1.860000,-0.400000,-4.760000,-2.960000,7.420000,-0.100000
639,19500.000,-5.760000,2.600000,1.850000,-0.430000,-4.530000,-3.160000,7.290000,-0.130000
640,19656.000,-5.760000,2.560000,1.790000,-0.470000,-4.400000,-3.270000,7.170000,-0.160000
641,19812.000,-5.790000,2.540000,1.730000,-0.500000,-4.360000,-3.250000,7.080000,-0.170000
642,19968.000,-5.850000,2.570000,1.710000,-0.520000,-4.340000,-3.150000,6.990000,-0.160000
643,20124.000,-5.870000,2.600000,1.650000,-0.540000,-4.280000,-3.020000,6.850000,-0.150000
644,20280.000,-5.890000,2.570000,1.640000,-0.560000,-4.150000,-2.930000,6.680000,-0.130000
645,20436.000,-5.920000,2.560000,1.620000,-0.580000,-3.980000,-2.900000,6.460000,-0.140000
646,20592.000,-5.890000,2.490000,1.610000,-0.590000,-3.810000,-2.920000,6.270000,-0.150000
647,20748.000,-5.850000,2.480000,1.520000,-0.610000,-3.660000,-2.920000,6.110000,-0.150000
648,20904.000,-5.790000,2.440000,1.440000,-0.630000,-3.520000,-2.880000,5.970000,-0.140000
649,21060.000,-5.810000,2.100000,1.820000,-0.630000,-3.420000,-2.850000,5.870000,-0.130000
650,21216.000,-5.600000,2.080000,1.720000,-0.600000,-3.300000,-2.790000,5.780000,-0.100000
651,21372.000,-5.410000,1.990000,1.670000,-0.580000,-3.150000,-2.740000,5.650000,-0.080000
652,21528.000,-5.280000,1.860000,1.740000,-0.560000,-2.940000,-2.710000,5.390000,-0.080000
653,21684.000,-5.130000,1.770000,1.750000,-0.530000,-2.660000,-2.710000,5.070000,-0.100000
654,21840.000,-4.970000,1.700000,1.690000,-0.520000,-2.320000,-2.680000,4.680000,-0.100000
655,21996.000,-4.820000,1.520000,1.760000,-0.510000,-1.950000,-2.650000,4.290000,-0.100000
656,22152.000,-4.590000,1.430000,1.680000,-0.490000,-1.580000,-2.590000,3.920000,-0.080000
657,22308.000,-4.310000,1.080000,1.710000,-0.500000,-1.260000,-2.540000,3.580000,-0.070000
658,22464.000,-4.070000,0.870000,1.710000,-0.490000,-0.980000,-2.490000,3.260000,-0.070000
659,22620.000,-3.770000,0.690000,1.620000,-0.480000,-0.730000,-2.460000,2.940000,-0.080000
660,22776.000,-3.540000,0.170000,1.840000,-0.510000,-0.470000,-2.410000,2.640000,-0.080000
661,22932.000,-3.340000,-1.280000,2.860000,-0.580000,-0.200000,-2.530000,2.510000,-0.070000
662,23088.000,-3.090000,-2.460000,3.660000,-0.630000,0.080000,-2.880000,2.610000,-0.060000
663,23244.000,-2.750000,-3.270000,4.140000,-0.620000,0.370000,-3.440000,2.880000,-0.060000
664,23400.000,-2.410000,-3.950000,4.510000,-0.610000,0.640000,-4.000000,3.150000,-0.070000
665,23556.000,-2.090000,-4.480000,4.780000,-0.590000,0.870000,-4.400000,3.290000,-0.080000
666,23712.000,-1.750000,-4.870000,4.940000,-0.560000,1.040000,-4.590000,3.310000,-0.080000
667,23868.000,-1.360000,-5.110000,4.910000,-0.520000,1.170000,-4.620000,3.240000,-0.070000
668,24024.000,-0.970000,-5.290000,4.840000,-0.470000,1.290000,-4.650000,3.160000,-0.060000
669,24180.000,-0.610000,-5.420000,4.740000,-0.430000,1.430000,-4.680000,3.050000,-0.060000
670,24336.000,-0.290000,-5.550000,4.700000,-0.380000,1.620000,-4.740000,2.920000,-0.060000
671,24492.000,0.030000,-5.640000,4.630000,-0.320000,1.870000,-4.820000,2.770000,-0.060000
672,24648.000,0.330000,-5.740000,4.580000,-0.270000,2.090000,-4.880000,2.600000,-0.060000
673,24804.000,0.620000,-5.800000,4.470000,-0.230000,2.310000,-4.880000,2.400000,-0.050000
674,24960.000,0.930000,-5.800000,4.330000,-0.180000,2.520000,-4.850000,2.160000,-0.050000
675,25116.000,1.270000,-5.770000,4.140000,-0.120000,2.710000,-4.790000,1.920000,-0.050000
676,25272.000,1.610000,-5.710000,3.940000,-0.050000,2.880000,-4.750000,1.720000,-0.050000
677,25428.000,1.960000,-5.670000,3.720000,0.000000,3.070000,-4.770000,1.550000,-0.050000
678,25584.000,2.310000,-5.630000,3.510000,0.060000,3.280000,-4.840000,1.390000,-0.050000
679,25740.000,2.660000,-5.570000,3.300000,0.130000,3.520000,-4.900000,1.220000,-0.050000
680,25896.000,3.030000,-5.500000,3.060000,0.190000,3.800000,-4.920000,0.980000,-0.040000
681,26052.000,3.350000,-5.400000,2.830000,0.260000,4.060000,-4.880000,0.690000,-0.040000
682,26208.000,3.690000,-5.270000,2.560000,0.320000,4.330000,-4.800000,0.350000,-0.040000
683,26364.000,4.050000,-5.150000,2.280000,0.390000,4.570000,-4.700000,0.030000,-0.030000
684,26520.000,4.390000,-5.000000,1.990000,0.460000,4.750000,-4.620000,-0.230000,-0.030000
685,26676.000,4.740000,-4.880000,1.710000,0.520000,4.870000,-4.580000,-0.400000,-0.030000
686,26832.000,5.090000,-4.740000,1.410000,0.580000,4.950000,-4.540000,-0.510000,-0.030000
687,26988.000,5.400000,-4.600000,1.150000,0.650000,4.990000,-4.490000,-0.600000,-0.030000
688,27144.000,5.700000,-4.430000,0.880000,0.710000,5.030000,-4.380000,-0.740000,-0.030000
689,27300.000,5.980000,-4.280000,0.630000,0.770000,5.050000,-4.220000,-0.920000,-0.030000
690,27456.000,6.250000,-4.100000,0.380000,0.840000,5.070000,-4.000000,-1.160000,-0.030000
691,27612.000,6.480000,-3.930000,0.140000,0.890000,5.060000,-3.760000,-1.380000,-0.020000
692,27768.000,6.700000,-3.750000,-0.060000,0.960000,5.010000,-3.520000,-1.560000,-0.020000
693,27924.000,6.900000,-3.580000,-0.270000,1.010000,4.920000,-3.310000,-1.680000,-0.020000
694,28080.000,7.060000,-3.390000,-0.480000,1.060000,4.800000,-3.100000,-1.790000,-0.030000
695,28236.000,7.220000,-3.180000,-0.670000,1.120000,4.670000,-2.850000,-1.900000,-0.020000
696,28392.000,7.360000,-2.950000,-0.870000,1.180000,4.550000,-2.550000,-2.070000,-0.020000
697,28548.000,7.480000,-2.660000,-1.100000,1.240000,4.460000,-2.210000,-2.300000,-0.010000
698,28704.000,7.570000,-2.330000,-1.330000,1.300000,4.390000,-1.860000,-2.580000,-0.010000
699,28860.000,7.660000,-1.960000,-1.620000,1.360000,4.330000,-1.500000,-2.900000,-0.020000
700,29016.000,7.720000,-1.600000,-1.860000,1.420000,4.290000,-1.180000,-3.150000,-0.010000
701,29172.000,7.770000,-1.280000,-2.100000,1.460000,4.230000,-0.900000,-3.370000,-0.010000
702,29328.000,7.840000,-0.950000,-2.330000,1.520000,4.170000,-0.620000,-3.580000,-0.010000
703,29484.000,7.870000,-0.640000,-2.530000,1.560000,4.100000,-0.320000,-3.810000,-0.010000
704,29640.000,7.890000,-0.320000,-2.730000,1.610000,4.050000,0.000000,-4.070000,0.000000
705,29796.000,7.890000,0.020000,-2.960000,1.650000,3.980000,0.300000,-4.290000,0.000000
706,29952.000,7.890000,0.380000,-3.170000,1.700000,3.860000,0.540000,-4.410000,0.000000
707,30108.000,7.870000,0.760000,-3.390000,1.740000,3.710000,0.670000,-4.430000,-0.010000
708,30264.000,7.840000,1.130000,-3.610000,1.780000,3.550000,0.730000,-4.360000,-0.020000
709,30420.000,7.780000,1.500000,-3.800000,1.820000,3.380000,0.790000,-4.260000,-0.030000
710,30576.000,7.710000,1.830000,-3.980000,1.850000,3.180000,0.890000,-4.170000,-0.030000
711,30732.000,7.620000,2.170000,-4.130000,1.880000,2.960000,1.070000,-4.110000,-0.020000
712,30888.000,7.520000,2.500000,-4.270000,1.910000,2.720000,1.280000,-4.080000,-0.020000
713,31044.000,7.400000,2.820000,-4.410000,1.930000,2.460000,1.510000,-4.060000,-0.030000
714,31200.000,7.270000,3.120000,-4.520000,1.950000,2.190000,1.720000,-4.020000,-0.030000
715,31356.000,7.130000,3.410000,-4.630000,1.970000,1.920000,1.910000,-3.940000,-0.030000
716,31512.000,6.950000,3.700000,-4.700000,1.980000,1.670000,2.040000,-3.830000,-0.040000
717,31668.000,6.760000,3.970000,-4.770000,1.980000,1.450000,2.160000,-3.730000,-0.040000
718,31824.000,6.510000,4.290000,-4.810000,1.990000,1.230000,2.270000,-3.640000,-0.040000
719,31980.000,6.240000,4.600000,-4.820000,2.000000,1.030000,2.420000,-3.580000,-0.040000
720,32136.000,5.930000,4.920000,-4.800000,2.010000,0.830000,2.570000,-3.550000,-0.050000
721,32292.000,5.620000,5.210000,-4.770000,2.020000,0.660000,2.710000,-3.520000,-0.050000
722,32448.000,5.300000,5.480000,-4.750000,2.010000,0.510000,2.820000,-3.480000,-0.050000
723,32604.000,5.010000,5.730000,-4.730000,2.000000,0.400000,2.850000,-3.410000,-0.050000
724,32760.000,4.740000,5.930000,-4.720000,1.980000,0.280000,2.870000,-3.320000,-0.050000
725,32916.000,4.480000,6.090000,-4.680000,1.960000,0.120000,2.900000,-3.190000,-0.050000
726,33072.000,4.200000,6.240000,-4.640000,1.930000,-0.110000,3.000000,-3.070000,-0.060000
727,33228.000,3.880000,6.370000,-4.560000,1.890000,-0.360000,3.120000,-2.940000,-0.060000
728,33384.000,3.590000,6.500000,-4.480000,1.870000,-0.610000,3.230000,-2.810000,-0.060000
729,33540.000,3.260000,6.680000,-4.400000,1.840000,-0.860000,3.300000,-2.650000,-0.070000
730,33696.000,2.920000,6.860000,-4.310000,1.820000,-1.100000,3.350000,-2.450000,-0.060000
731,33852.000,2.550000,6.970000,-4.190000,1.770000,-1.350000,3.390000,-2.270000,-0.070000
732,34008.000,2.190000,7.070000,-4.060000,1.730000,-1.570000,3.430000,-2.070000,-0.070000
733,34164.000,1.820000,7.180000,-3.930000,1.690000,-1.800000,3.440000,-1.880000,-0.080000
734,34320.000,1.440000,7.330000,-3.810000,1.650000,-2.010000,3.460000,-1.680000,-0.070000
735,34476.000,1.030000,7.410000,-3.680000,1.580000,-2.190000,3.440000,-1.490000,-0.080000
736,34632.000,0.660000,7.450000,-3.510000,1.530000,-2.350000,3.410000,-1.310000,-0.080000
737,34788.000,0.270000,7.460000,-3.310000,1.470000,-2.500000,3.380000,-1.140000,-0.080000
738,34944.000,-0.110000,7.450000,-3.080000,1.420000,-2.610000,3.330000,-0.980000,-0.080000
739,35100.000,-0.510000,7.400000,-2.840000,1.350000,-2.710000,3.280000,-0.830000,-0.080000
740,35256.000,-0.910000,7.310000,-2.590000,1.270000,-2.790000,3.190000,-0.680000,-0.090000
741,35412.000,-1.290000,7.220000,-2.340000,1.190000,-2.830000,3.110000,-0.560000,-0.090000
742,35568.000,-1.590000,7.090000,-2.140000,1.120000,-2.830000,3.020000,-0.460000,-0.090000
743,35724.000,-1.940000,7.030000,-1.960000,1.040000,-2.940000,2.980000,-0.320000,-0.090000
744,35880.000,-2.260000,6.860000,-1.730000,0.950000,-2.950000,2.850000,-0.180000,-0.090000
745,36036.000,-2.600000,6.790000,-1.530000,0.880000,-2.940000,2.740000,-0.080000,-0.090000
746,36192.000,-2.920000,6.670000,-1.350000,0.800000,-2.960000,2.590000,0.070000,-0.100000
747,36348.000,-3.210000,6.530000,-1.160000,0.720000,-3.040000,2.450000,0.280000,-0.100000
748,36504.000,-3.540000,6.350000,-0.930000,0.620000,-3.090000,2.310000,0.470000,-0.100000
749,36660.000,-3.820000,6.160000,-0.710000,0.540000,-3.120000,2.190000,0.620000,-0.100000
750,36816.000,-4.120000,5.980000,-0.490000,0.450000,-3.170000,2.070000,0.770000,-0.110000
751,36972.000,-4.380000,5.780000,-0.270000,0.370000,-3.230000,1.950000,0.970000,-0.100000
752,37128.000,-4.660000,5.540000,-0.050000,0.270000,-3.310000,1.800000,1.170000,-0.110000
753,37284.000,-4.940000,5.280000,0.200000,0.180000,-3.400000,1.700000,1.380000,-0.100000
754,37440.000,-5.240000,5.020000,0.480000,0.080000,-3.490000,1.640000,1.520000,-0.110000
755,37596.000,-5.520000,4.710000,0.780000,-0.010000,-3.530000,1.580000,1.620000,-0.110000
756,37752.000,-5.770000,4.410000,1.000000,-0.120000,-3.530000,1.500000,1.690000,-0.110000
757,37908.000,-6.070000,4.180000,1.270000,-0.200000,-3.530000,1.410000,1.780000,-0.110000
758,38064.000,-6.290000,3.930000,1.450000,-0.300000,-3.450000,1.280000,1.820000,-0.110000
759,38220.000,-6.470000,3.660000,1.630000,-0.390000,-3.360000,1.120000,1.900000,-0.110000
760,38376.000,-6.610000,3.320000,1.810000,-0.490000,-3.260000,0.940000,2.010000,-0.100000
761,38532.000,-6.740000,2.920000,2.020000,-0.600000,-3.160000,0.740000,2.090000,-0.110000
762,38688.000,-6.860000,2.530000,2.230000,-0.700000,-3.060000,0.570000,2.150000,-0.110000
763,38844.000,-6.960000,2.140000,2.430000,-0.790000,-2.970000,0.440000,2.200000,-0.110000
764,39000.000,-7.060000,1.720000,2.640000,-0.900000,-2.900000,0.340000,2.240000,-0.100000
765,39156.000,-7.130000,1.300000,2.830000,-1.000000,-2.870000,0.260000,2.290000,-0.100000
766,39312.000,-7.200000,0.900000,3.030000,-1.090000,-2.860000,0.210000,2.330000,-0.100000
767,39468.000,-7.260000,0.530000,3.200000,-1.170000,-2.880000,0.180000,2.370000,-0.110000
768,39624.000,-7.310000,0.170000,3.340000,-1.260000,-2.870000,0.150000,2.410000,-0.100000
769,39780.000,-7.350000,-0.130000,3.460000,-1.340000,-2.810000,0.050000,2.430000,-0.110000
770,39936.000,-7.370000,-0.450000,3.560000,-1.420000,-2.680000,-0.080000,2.470000,-0.090000
771,40092.000,-7.390000,-0.750000,3.670000,-1.490000,-2.560000,-0.270000,2.520000,-0.100000
772,40248.000,-7.370000,-1.100000,3.770000,-1.560000,-2.430000,-0.440000,2.570000,-0.100000
773,40404.000,-7.360000,-1.450000,3.870000,-1.640000,-2.320000,-0.600000,2.620000,-0.100000
774,40560.000,-7.310000,-1.810000,3.980000,-1.710000,-2.220000,-0.760000,2.690000,-0.090000
775,40716.000,-7.250000,-2.140000,4.070000,-1.770000,-2.130000,-0.920000,2.760000,-0.090000
776,40872.000,-7.170000,-2.520000,4.160000,-1.840000,-2.030000,-1.070000,2.820000,-0.090000
777,41028.000,-7.070000,-2.850000,4.220000,-1.900000,-1.900000,-1.210000,2.840000,-0.090000
778,41184.000,-6.990000,-3.190000,4.290000,-1.960000,-1.740000,-1.390000,2.840000,-0.090000
779,41340.000,-6.830000,-3.520000,4.300000,-2.010000,-1.530000,-1.590000,2.840000,-0.090000
780,41496.000,-6.690000,-3.840000,4.320000,-2.070000,-1.350000,-1.760000,2.840000,-0.090000
781,41652.000,-6.540000,-4.150000,4.330000,-2.120000,-1.180000,-1.910000,2.830000,-0.080000
782,41808.000,-6.340000,-4.490000,4.310000,-2.170000,-1.030000,-2.030000,2.810000,-0.080000
783,41964.000,-6.080000,-4.820000,4.270000,-2.210000,-0.890000,-2.150000,2.790000,-0.080000
784,42120.000,-5.820000,-5.160000,4.190000,-2.260000,-0.760000,-2.280000,2.810000,-0.070000
785,42276.000,-5.530000,-5.570000,4.120000,-2.320000,-0.660000,-2.410000,2.840000,-0.070000
786,42432.000,-5.340000,-5.800000,4.070000,-2.350000,-0.580000,-2.530000,2.870000,-0.080000
787,42588.000,-5.130000,-6.030000,4.020000,-2.380000,-0.410000,-2.690000,2.870000,-0.070000
788,42744.000,-4.910000,-6.250000,3.970000,-2.390000,-0.260000,-2.830000,2.860000,-0.070000
789,42900.000,-4.660000,-6.440000,3.880000,-2.400000,-0.160000,-2.940000,2.890000,-0.070000
790,43056.000,-4.430000,-6.620000,3.790000,-2.420000,-0.130000,-3.040000,2.940000,-0.070000
791,43212.000,-4.150000,-6.810000,3.660000,-2.430000,0.000000,-3.160000,2.950000,-0.070000
792,43368.000,-3.910000,-6.970000,3.580000,-2.430000,0.160000,-3.270000,2.900000,-0.070000
793,43524.000,-3.630000,-7.190000,3.510000,-2.430000,0.330000,-3.370000,2.830000,-0.070000
794,43680.000,-3.350000,-7.380000,3.420000,-2.430000,0.500000,-3.440000,2.740000,-0.060000
795,43836.000,-3.050000,-7.570000,3.320000,-2.430000,0.660000,-3.510000,2.650000,-0.060000
796,43992.000,-2.700000,-7.730000,3.170000,-2.420000,0.850000,-3.570000,2.540000,-0.060000
797,44148.000,-2.370000,-7.880000,3.050000,-2.400000,1.050000,-3.630000,2.410000,-0.050000
798,44304.000,-2.050000,-8.000000,2.920000,-2.370000,1.270000,-3.700000,2.290000,-0.040000
799,44460.000,-1.770000,-8.080000,2.770000,-2.360000,1.480000,-3.760000,2.130000,-0.050000
800,44616.000,-1.460000,-8.140000,2.620000,-2.320000,1.680000,-3.790000,1.970000,-0.040000
801,44772.000,-1.160000,-8.160000,2.430000,-2.290000,1.860000,-3.810000,1.820000,-0.040000
802,44928.000,-0.910000,-8.140000,2.240000,-2.270000,2.020000,-3.800000,1.670000,-0.030000
