点号,相对时间(微秒),  1:母线电压Ua(V),  2:母线电压Ub(V),  3:母线电压Uc(V),  4:母线零序电压3Uo(V),  5:降压变高压侧电流Ia(A),  6:降压变高压侧电流Ib(A),  7:降压变高压侧电流Ic(A),  8:降压变高压侧电流3Io(A)
5021,402000.000,-73.757000,15.550000,73.823000,8.938000,0.035000,-0.138000,0.086000,-0.002000
5022,402100.000,-73.065000,13.403000,75.784000,9.226000,0.043000,-0.138000,0.086000,-0.002000
5023,402200.000,-72.084000,11.100000,77.557000,9.483000,0.060000,-0.147000,0.069000,0.000000
5024,402300.000,-70.761000,8.634000,79.144000,9.732000,0.095000,-0.164000,0.060000,-0.002000
5025,402400.000,-69.080000,6.029000,80.537000,10.012000,0.121000,-0.173000,0.043000,0.000000
5026,402500.000,-67.119000,3.275000,81.742000,10.245000,0.130000,-0.190000,0.035000,-0.002000
5027,402600.000,-64.964000,0.350000,82.722000,10.362000,0.147000,-0.190000,0.026000,0.002000
5028,402700.000,-62.699000,-2.606000,83.570000,10.463000,0.156000,-0.181000,0.026000,-0.002000
5029,402800.000,-60.372000,-5.554000,84.403000,10.580000,0.147000,-0.173000,0.035000,0.000000
5030,402900.000,-58.061000,-8.424000,85.274000,10.767000,0.138000,-0.181000,0.026000,0.000000
5031,403000.000,-55.866000,-11.225000,86.254000,10.984000,0.138000,-0.173000,0.043000,0.000000
5032,403100.000,-53.898000,-14.033000,87.335000,11.086000,0.112000,-0.164000,0.052000,0.000000
5033,403200.000,-52.100000,-16.771000,88.557000,11.272000,0.112000,-0.164000,0.069000,0.002000
5034,403300.000,-50.458000,-19.416000,89.910000,11.451000,0.104000,-0.156000,0.060000,0.000000
5035,403400.000,-48.870000,-21.905000,91.318000,11.731000,0.086000,-0.147000,0.052000,0.000000
5036,403500.000,-47.299000,-24.285000,92.633000,12.027000,0.086000,-0.130000,0.043000,0.002000
5037,403600.000,-45.742000,-26.611000,93.621000,12.105000,0.086000,-0.130000,0.035000,0.000000
5038,403700.000,-44.053000,-28.843000,94.243000,12.167000,0.095000,-0.121000,0.017000,0.000000
5039,403800.000,-42.092000,-30.998000,94.492000,12.159000,0.130000,-0.130000,0.009000,0.002000
5040,403900.000,-39.836000,-33.083000,94.329000,12.167000,0.138000,-0.112000,-0.026000,0.000000
5041,404000.000,-37.260000,-35.191000,93.784000,12.120000,0.156000,-0.130000,-0.035000,0.000000
5042,404100.000,-34.513000,-37.408000,92.859000,11.879000,0.190000,-0.121000,-0.052000,-0.002000
5043,404200.000,-31.571000,-39.703000,91.762000,11.630000,0.199000,-0.130000,-0.069000,0.000000
5044,404300.000,-28.521000,-42.028000,90.657000,11.412000,0.207000,-0.138000,-0.060000,0.000000
5045,404400.000,-25.470000,-44.354000,89.661000,11.265000,0.199000,-0.147000,-0.060000,0.000000
5046,404500.000,-22.513000,-46.696000,88.868000,11.156000,0.173000,-0.147000,-0.035000,0.000000
5047,404600.000,-19.774000,-49.092000,88.253000,10.992000,0.173000,-0.147000,-0.026000,0.000000
5048,404700.000,-17.253000,-51.472000,87.903000,10.883000,0.164000,-0.138000,-0.026000,0.003000
5049,404800.000,-14.910000,-53.751000,87.779000,10.829000,0.147000,-0.138000,-0.009000,0.002000
5050,404900.000,-12.723000,-55.882000,87.794000,10.883000,0.138000,-0.130000,-0.017000,0.002000
5051,405000.000,-10.685000,-57.920000,87.802000,10.876000,0.130000,-0.121000,-0.009000,0.002000
5052,405100.000,-8.755000,-59.795000,87.662000,10.821000,0.121000,-0.112000,-0.017000,0.000000
5053,405200.000,-6.856000,-61.491000,87.227000,10.689000,0.121000,-0.104000,-0.035000,-0.002000
5054,405300.000,-4.864000,-62.953000,86.456000,10.557000,0.138000,-0.086000,-0.043000,-0.002000
5055,405400.000,-2.739000,-64.221000,85.297000,10.378000,0.138000,-0.078000,-0.069000,0.000000
5056,405500.000,-0.498000,-65.372000,83.671000,10.090000,0.156000,-0.078000,-0.095000,0.000000
5057,405600.000,1.922000,-66.446000,81.696000,9.716000,0.173000,-0.060000,-0.104000,0.002000
5058,405700.000,4.514000,-67.465000,79.416000,9.327000,0.181000,-0.060000,-0.112000,0.000000
5059,405800.000,7.261000,-68.531000,77.044000,8.923000,0.181000,-0.060000,-0.121000,0.002000
5060,405900.000,10.062000,-69.705000,74.640000,8.495000,0.181000,-0.078000,-0.121000,0.000000
5061,406000.000,12.879000,-71.004000,72.407000,8.091000,0.190000,-0.086000,-0.104000,0.000000
5062,406100.000,15.657000,-72.420000,70.455000,7.740000,0.190000,-0.095000,-0.078000,-0.002000
5063,406200.000,18.358000,-73.913000,68.813000,7.499000,0.164000,-0.104000,-0.078000,0.000000
5064,406300.000,20.965000,-75.524000,67.437000,7.274000,0.164000,-0.112000,-0.060000,0.000000
5065,406400.000,23.424000,-77.235000,66.215000,7.025000,0.164000,-0.104000,-0.052000,0.000000
5066,406500.000,25.836000,-78.923000,65.072000,6.776000,0.156000,-0.104000,-0.052000,0.000000
5067,406600.000,28.248000,-80.479000,63.913000,6.612000,0.147000,-0.112000,-0.060000,0.000000
5068,406700.000,30.645000,-81.887000,62.575000,6.410000,0.156000,-0.078000,-0.078000,-0.002000
5069,406800.000,33.026000,-83.085000,60.902000,6.146000,0.138000,-0.078000,-0.069000,-0.002000
5070,406900.000,35.353000,-84.010000,58.817000,5.741000,0.138000,-0.052000,-0.104000,0.000000
5071,407000.000,37.633000,-84.640000,56.274000,5.236000,0.147000,-0.026000,-0.130000,0.002000
5072,407100.000,39.952000,-84.866000,53.395000,4.792000,0.138000,0.009000,-0.130000,0.000000
5073,407200.000,42.233000,-84.796000,50.159000,4.286000,0.130000,0.017000,-0.155000,0.003000
5074,407300.000,44.450000,-84.500000,46.651000,3.734000,0.121000,0.035000,-0.155000,-0.002000
5075,407400.000,46.528000,-84.072000,42.971000,3.081000,0.121000,0.043000,-0.173000,0.000000
5076,407500.000,48.497000,-83.590000,39.315000,2.380000,0.121000,0.043000,-0.155000,0.003000
5077,407600.000,50.419000,-83.015000,35.924000,1.890000,0.112000,0.052000,-0.147000,0.002000
5078,407700.000,52.217000,-82.532000,32.835000,1.400000,0.104000,0.035000,-0.138000,0.002000
5079,407800.000,53.874000,-82.221000,30.105000,0.980000,0.095000,0.017000,-0.121000,0.000000
5080,407900.000,55.400000,-82.089000,27.662000,0.545000,0.095000,0.009000,-0.104000,0.000000
5081,408000.000,56.824000,-82.143000,25.554000,0.132000,0.086000,0.009000,-0.086000,0.000000
5082,408100.000,58.333000,-82.229000,23.687000,-0.109000,0.086000,0.000000,-0.095000,0.000000
5083,408200.000,59.835000,-82.369000,21.882000,-0.373000,0.086000,0.000000,-0.104000,0.002000
5084,408300.000,61.368000,-82.478000,19.953000,-0.638000,0.095000,-0.009000,-0.095000,0.000000
5085,408400.000,62.901000,-82.563000,17.767000,-1.050000,0.112000,0.000000,-0.112000,0.000000
5086,408500.000,64.465000,-82.439000,15.278000,-1.517000,0.121000,0.026000,-0.121000,0.000000
5087,408600.000,66.084000,-82.019000,12.524000,-1.922000,0.104000,0.052000,-0.147000,0.000000
5088,408700.000,67.664000,-81.311000,9.413000,-2.388000,0.104000,0.060000,-0.164000,0.002000
5089,408800.000,69.127000,-80.323000,6.013000,-2.917000,0.095000,0.078000,-0.173000,0.000000
5090,408900.000,70.426000,-79.102000,2.357000,-3.540000,0.078000,0.095000,-0.181000,0.002000
5091,409000.000,71.578000,-77.639000,-1.361000,-4.162000,0.069000,0.104000,-0.190000,-0.002000
5092,409100.000,72.605000,-75.990000,-4.994000,-4.707000,0.052000,0.121000,-0.164000,0.000000
5093,409200.000,73.446000,-74.263000,-8.487000,-5.243000,0.043000,0.112000,-0.164000,-0.002000
5094,409300.000,74.123000,-72.599000,-11.731000,-5.726000,0.035000,0.112000,-0.155000,0.000000
5095,409400.000,74.613000,-71.028000,-14.687000,-6.231000,0.043000,0.095000,-0.138000,0.000000
5096,409500.000,75.064000,-69.542000,-17.301000,-6.612000,0.026000,0.086000,-0.121000,0.002000
5097,409600.000,75.485000,-68.180000,-19.650000,-6.924000,0.017000,0.086000,-0.121000,0.000000
5098,409700.000,75.967000,-66.936000,-21.914000,-7.235000,0.035000,0.069000,-0.112000,0.000000
5099,409800.000,76.520000,-65.800000,-24.208000,-7.554000,0.043000,0.069000,-0.112000,0.000000
5100,409900.000,77.166000,-64.703000,-26.667000,-7.966000,0.052000,0.060000,-0.130000,-0.002000
5101,410000.000,77.952000,-63.560000,-29.296000,-8.378000,0.060000,0.086000,-0.130000,0.003000
5102,410100.000,78.808000,-62.323000,-32.135000,-8.775000,0.060000,0.069000,-0.138000,0.000000
5103,410200.000,79.632000,-60.970000,-35.216000,-9.304000,0.060000,0.095000,-0.155000,-0.002000
5104,410300.000,80.364000,-59.383000,-38.413000,-9.810000,0.052000,0.104000,-0.164000,0.000000
5105,410400.000,80.924000,-57.524000,-41.696000,-10.292000,0.026000,0.121000,-0.164000,-0.002000
5106,410500.000,81.197000,-55.384000,-44.986000,-10.774000,0.009000,0.147000,-0.155000,-0.003000
5107,410600.000,81.134000,-52.965000,-48.222000,-11.288000,-0.026000,0.147000,-0.147000,0.000000
5108,410700.000,80.691000,-50.336000,-51.326000,-11.809000,-0.035000,0.181000,-0.138000,0.000000
5109,410800.000,79.936000,-47.512000,-54.158000,-12.260000,-0.060000,0.181000,-0.130000,0.002000
5110,410900.000,78.924000,-44.588000,-56.663000,-12.603000,-0.078000,0.181000,-0.130000,0.000000
5111,411000.000,77.710000,-41.671000,-58.864000,-12.875000,-0.086000,0.190000,-0.104000,0.002000
5112,411100.000,76.348000,-38.894000,-60.832000,-13.202000,-0.095000,0.173000,-0.095000,-0.002000
5113,411200.000,74.979000,-36.264000,-62.629000,-13.482000,-0.086000,0.181000,-0.078000,0.002000
5114,411300.000,73.718000,-33.775000,-64.294000,-13.746000,-0.086000,0.147000,-0.078000,0.000000
5115,411400.000,72.683000,-31.426000,-65.943000,-13.956000,-0.060000,0.147000,-0.095000,-0.002000
5116,411500.000,71.866000,-29.217000,-67.693000,-14.151000,-0.052000,0.138000,-0.095000,0.000000
5117,411600.000,71.189000,-27.218000,-69.630000,-14.509000,-0.035000,0.130000,-0.095000,0.000000
5118,411700.000,70.699000,-25.289000,-71.723000,-14.874000,-0.017000,0.130000,-0.112000,0.002000
5119,411800.000,70.349000,-23.383000,-73.885000,-15.232000,-0.017000,0.130000,-0.121000,0.000000
5120,411900.000,70.037000,-21.430000,-76.017000,-15.520000,-0.026000,0.121000,-0.112000,0.002000
5121,412000.000,69.633000,-19.408000,-78.102000,-15.761000,-0.026000,0.130000,-0.104000,0.002000
5122,412100.000,68.956000,-17.347000,-80.124000,-16.134000,-0.052000,0.138000,-0.095000,0.000000
5123,412200.000,67.998000,-15.130000,-81.968000,-16.446000,-0.069000,0.147000,-0.086000,0.000000
5124,412300.000,66.746000,-12.710000,-83.547000,-16.687000,-0.095000,0.181000,-0.086000,0.002000
5125,412400.000,65.181000,-10.089000,-84.885000,-16.842000,-0.104000,0.173000,-0.069000,0.002000
5126,412500.000,63.314000,-7.296000,-86.005000,-16.936000,-0.130000,0.190000,-0.052000,0.000000
5127,412600.000,61.150000,-4.426000,-87.032000,-17.122000,-0.156000,0.199000,-0.043000,0.000000
5128,412700.000,58.824000,-1.517000,-87.919000,-17.294000,-0.156000,0.190000,-0.060000,0.000000
5129,412800.000,56.473000,1.439000,-88.720000,-17.402000,-0.156000,0.190000,-0.060000,0.000000
5130,412900.000,54.209000,4.372000,-89.498000,-17.465000,-0.156000,0.190000,-0.052000,0.000000
5131,413000.000,52.092000,7.250000,-90.393000,-17.519000,-0.130000,0.173000,-0.069000,0.000000
5132,413100.000,50.061000,10.019000,-91.489000,-17.737000,-0.130000,0.181000,-0.069000,-0.002000
5133,413200.000,48.248000,12.687000,-92.734000,-17.955000,-0.095000,0.173000,-0.078000,0.000000
5134,413300.000,46.598000,15.309000,-94.088000,-18.157000,-0.086000,0.156000,-0.078000,0.002000
5135,413400.000,45.112000,17.844000,-95.418000,-18.320000,-0.078000,0.147000,-0.078000,-0.002000
5136,413500.000,43.688000,20.240000,-96.655000,-18.460000,-0.078000,0.147000,-0.060000,0.000000
5137,413600.000,42.170000,22.496000,-97.713000,-18.624000,-0.086000,0.130000,-0.052000,0.002000
5138,413700.000,40.482000,24.651000,-98.428000,-18.764000,-0.104000,0.138000,-0.035000,0.002000
5139,413800.000,38.598000,26.774000,-98.693000,-18.779000,-0.121000,0.121000,-0.009000,-0.002000
5140,413900.000,36.458000,28.898000,-98.498000,-18.663000,-0.138000,0.112000,0.000000,0.002000
5141,414000.000,33.976000,31.045000,-97.930000,-18.530000,-0.164000,0.130000,0.017000,0.000000
5142,414100.000,31.229000,33.215000,-97.051000,-18.352000,-0.181000,0.138000,0.043000,0.002000
5143,414200.000,28.233000,35.448000,-96.001000,-18.180000,-0.190000,0.138000,0.052000,0.000000
5144,414300.000,25.175000,37.735000,-94.866000,-17.978000,-0.190000,0.138000,0.043000,0.000000
5145,414400.000,22.132000,40.076000,-93.776000,-17.753000,-0.199000,0.147000,0.043000,0.002000
5146,414500.000,19.206000,42.441000,-92.897000,-17.558000,-0.181000,0.147000,0.026000,0.000000
5147,414600.000,16.428000,44.767000,-92.275000,-17.457000,-0.173000,0.156000,0.017000,-0.002000
5148,414700.000,13.875000,47.131000,-91.902000,-17.332000,-0.156000,0.147000,0.000000,-0.002000
5149,414800.000,11.541000,49.418000,-91.723000,-17.286000,-0.147000,0.147000,0.000000,0.000000
5150,414900.000,9.346000,51.588000,-91.731000,-17.286000,-0.138000,0.138000,-0.009000,0.000000
5151,415000.000,7.276000,53.627000,-91.723000,-17.286000,-0.130000,0.130000,0.000000,0.002000
5152,415100.000,5.299000,55.532000,-91.559000,-17.216000,-0.130000,0.112000,0.009000,-0.005000
5153,415200.000,3.362000,57.275000,-91.108000,-17.083000,-0.130000,0.112000,0.000000,0.000000
5154,415300.000,1.346000,58.792000,-90.330000,-16.889000,-0.138000,0.095000,0.035000,0.000000
5155,415400.000,-0.833000,60.091000,-89.132000,-16.726000,-0.138000,0.078000,0.060000,0.000000
5156,415500.000,-3.136000,61.242000,-87.530000,-16.469000,-0.156000,0.078000,0.078000,0.000000
5157,415600.000,-5.556000,62.331000,-85.500000,-16.049000,-0.164000,0.060000,0.086000,0.002000
5158,415700.000,-8.132000,63.412000,-83.205000,-15.613000,-0.173000,0.060000,0.112000,-0.002000
5159,415800.000,-10.832000,64.493000,-80.762000,-15.139000,-0.181000,0.069000,0.112000,0.000000
5160,415900.000,-13.665000,65.621000,-78.397000,-14.750000,-0.181000,0.078000,0.104000,0.002000
5161,416000.000,-16.498000,66.843000,-76.180000,-14.407000,-0.190000,0.086000,0.078000,-0.002000
5162,416100.000,-19.229000,68.251000,-74.173000,-14.003000,-0.173000,0.104000,0.060000,0.000000
5163,416200.000,-21.852000,69.767000,-72.454000,-13.676000,-0.156000,0.095000,0.052000,0.000000
5164,416300.000,-24.396000,71.401000,-71.023000,-13.365000,-0.164000,0.121000,0.043000,0.000000
5165,416400.000,-26.894000,73.027000,-69.825000,-13.178000,-0.164000,0.104000,0.035000,0.000000
5166,416500.000,-29.369000,74.621000,-68.743000,-13.062000,-0.156000,0.104000,0.060000,0.002000
5167,416600.000,-31.727000,76.239000,-67.499000,-12.774000,-0.164000,0.086000,0.052000,0.000000
5168,416700.000,-34.077000,77.725000,-66.091000,-12.478000,-0.147000,0.104000,0.043000,0.000000
5169,416800.000,-36.435000,78.970000,-64.372000,-12.136000,-0.147000,0.078000,0.078000,0.003000
5170,416900.000,-38.824000,79.880000,-62.318000,-11.809000,-0.156000,0.052000,0.078000,-0.002000
5171,417000.000,-41.236000,80.471000,-59.875000,-11.482000,-0.138000,0.035000,0.112000,0.000000
5172,417100.000,-43.532000,80.805000,-56.912000,-10.899000,-0.147000,0.009000,0.130000,0.002000
5173,417200.000,-45.804000,80.852000,-53.590000,-10.300000,-0.138000,-0.009000,0.147000,-0.002000
5174,417300.000,-48.014000,80.634000,-50.012000,-9.646000,-0.147000,-0.035000,0.147000,0.002000
5175,417400.000,-50.186000,80.175000,-46.348000,-9.086000,-0.130000,-0.043000,0.164000,0.002000
5176,417500.000,-52.287000,79.607000,-42.715000,-8.557000,-0.121000,-0.043000,0.147000,0.000000
5177,417600.000,-54.186000,79.117000,-39.191000,-7.927000,-0.112000,-0.035000,0.147000,0.002000
5178,417700.000,-55.960000,78.713000,-35.963000,-7.344000,-0.104000,-0.026000,0.130000,-0.002000
5179,417800.000,-57.617000,78.386000,-33.123000,-6.861000,-0.095000,-0.009000,0.112000,-0.002000
5180,417900.000,-59.197000,78.199000,-30.704000,-6.519000,-0.095000,-0.009000,0.095000,0.002000
5181,418000.000,-60.707000,78.153000,-28.580000,-6.208000,-0.086000,0.000000,0.078000,0.000000
5182,418100.000,-62.146000,78.262000,-26.628000,-5.881000,-0.095000,-0.009000,0.078000,-0.002000
5183,418200.000,-63.563000,78.456000,-24.776000,-5.531000,-0.095000,0.017000,0.086000,0.000000
5184,418300.000,-65.049000,78.596000,-22.870000,-5.220000,-0.095000,0.009000,0.069000,0.000000
5185,418400.000,-66.613000,78.620000,-20.786000,-4.917000,-0.104000,0.000000,0.095000,0.000000
5186,418500.000,-68.170000,78.495000,-18.421000,-4.543000,-0.104000,-0.017000,0.112000,0.000000
5187,418600.000,-69.726000,78.153000,-15.706000,-4.076000,-0.104000,-0.035000,0.130000,-0.002000
5188,418700.000,-71.244000,77.531000,-12.664000,-3.571000,-0.095000,-0.052000,0.138000,0.002000
5189,418800.000,-72.691000,76.597000,-9.343000,-3.018000,-0.104000,-0.069000,0.147000,0.002000
5190,418900.000,-74.029000,75.384000,-5.819000,-2.482000,-0.078000,-0.104000,0.164000,0.000000
5191,419000.000,-75.205000,73.960000,-2.186000,-1.898000,-0.069000,-0.104000,0.173000,0.000000
5192,419100.000,-76.216000,72.381000,1.424000,-1.299000,-0.060000,-0.095000,0.155000,0.000000
5193,419200.000,-77.080000,70.701000,4.870000,-0.786000,-0.052000,-0.112000,0.155000,0.002000
5194,419300.000,-77.796000,69.067000,8.121000,-0.296000,-0.043000,-0.104000,0.147000,-0.002000
5195,419400.000,-78.325000,67.527000,11.070000,0.233000,-0.026000,-0.095000,0.112000,0.000000
5196,419500.000,-78.808000,66.096000,13.714000,0.653000,-0.017000,-0.086000,0.121000,0.000000
5197,419600.000,-79.243000,64.781000,16.103000,1.027000,-0.035000,-0.078000,0.095000,0.002000
5198,419700.000,-79.726000,63.568000,18.351000,1.354000,-0.026000,-0.069000,0.095000,0.000000
5199,419800.000,-80.255000,62.448000,20.638000,1.680000,-0.035000,-0.060000,0.086000,0.000000
5200,419900.000,-80.885000,61.366000,23.073000,2.116000,-0.043000,-0.069000,0.104000,0.000000
5201,420000.000,-81.586000,60.285000,25.686000,2.591000,-0.043000,-0.060000,0.112000,-0.002000
5202,420100.000,-82.411000,59.056000,28.471000,2.987000,-0.060000,-0.078000,0.121000,0.000000
5203,420200.000,-83.228000,57.679000,31.412000,3.431000,-0.052000,-0.086000,0.147000,-0.002000
5204,420300.000,-83.951000,56.123000,34.562000,3.921000,-0.043000,-0.112000,0.147000,0.002000
5205,420400.000,-84.465000,54.350000,37.837000,4.489000,-0.026000,-0.112000,0.147000,0.002000
5206,420500.000,-84.691000,52.327000,41.151000,5.088000,-0.009000,-0.147000,0.147000,0.002000
5207,420600.000,-84.660000,49.924000,44.364000,5.547000,0.009000,-0.156000,0.147000,0.000000
5208,420700.000,-84.317000,47.295000,47.398000,5.990000,0.043000,-0.173000,0.130000,-0.002000
5209,420800.000,-83.617000,44.502000,50.260000,6.410000,0.052000,-0.181000,0.121000,-0.002000
5210,420900.000,-82.590000,41.671000,52.866000,6.854000,0.078000,-0.190000,0.095000,-0.002000
5211,421000.000,-81.337000,38.870000,55.185000,7.281000,0.086000,-0.190000,0.095000,0.000000
5212,421100.000,-80.037000,36.047000,57.137000,7.523000,0.078000,-0.173000,0.078000,0.000000
5213,421200.000,-78.722000,33.355000,58.887000,7.764000,0.095000,-0.164000,0.060000,0.000000
5214,421300.000,-77.477000,30.850000,60.568000,7.982000,0.086000,-0.156000,0.060000,0.000000
5215,421400.000,-76.348000,28.563000,62.295000,8.301000,0.069000,-0.147000,0.069000,0.002000
5216,421500.000,-75.391000,26.424000,64.099000,8.666000,0.052000,-0.138000,0.078000,0.000000
5217,421600.000,-74.730000,24.340000,65.959000,8.900000,0.035000,-0.130000,0.086000,0.000000
5218,421700.000,-74.240000,22.317000,67.958000,9.187000,0.035000,-0.130000,0.078000,0.000000
5219,421800.000,-73.827000,20.380000,70.097000,9.530000,0.009000,-0.121000,0.095000,-0.002000
5220,421900.000,-73.384000,18.474000,72.299000,9.950000,0.026000,-0.121000,0.095000,0.000000
5221,422000.000,-72.854000,16.491000,74.461000,10.362000,0.026000,-0.130000,0.086000,0.000000
5222,422100.000,-72.185000,14.344000,76.421000,10.634000,0.052000,-0.147000,0.086000,0.002000
5223,422200.000,-71.251000,12.049000,78.211000,10.891000,0.069000,-0.164000,0.069000,-0.003000
5224,422300.000,-69.967000,9.615000,79.813000,11.132000,0.104000,-0.164000,0.052000,0.000000
5225,422400.000,-68.333000,7.040000,81.229000,11.405000,0.112000,-0.173000,0.052000,0.000000
5226,422500.000,-66.427000,4.294000,82.396000,11.591000,0.138000,-0.173000,0.043000,0.000000
5227,422600.000,-64.310000,1.431000,83.376000,11.723000,0.147000,-0.173000,0.026000,-0.002000
5228,422700.000,-62.045000,-1.525000,84.232000,11.801000,0.138000,-0.190000,0.035000,0.000000
5229,422800.000,-59.719000,-4.442000,85.041000,11.934000,0.156000,-0.181000,0.026000,0.000000
5230,422900.000,-57.415000,-7.312000,85.889000,12.105000,0.156000,-0.164000,0.035000,-0.002000
5231,423000.000,-55.252000,-10.151000,86.830000,12.237000,0.147000,-0.164000,0.035000,0.002000
5232,423100.000,-53.236000,-12.936000,87.896000,12.408000,0.121000,-0.173000,0.043000,0.000000
5233,423200.000,-51.407000,-15.674000,89.156000,12.595000,0.112000,-0.164000,0.060000,-0.003000
5234,423300.000,-49.719000,-18.303000,90.517000,12.820000,0.086000,-0.156000,0.069000,0.000000
5235,423400.000,-48.186000,-20.847000,91.886000,13.046000,0.078000,-0.156000,0.069000,0.002000
5236,423500.000,-46.668000,-23.282000,93.177000,13.240000,0.086000,-0.138000,0.052000,0.002000
5237,423600.000,-45.120000,-25.615000,94.235000,13.388000,0.078000,-0.138000,0.043000,0.005000
5238,423700.000,-43.400000,-27.786000,94.967000,13.544000,0.095000,-0.138000,0.000000,0.000000
5239,423800.000,-41.462000,-29.933000,95.270000,13.598000,0.121000,-0.121000,-0.009000,0.002000
5240,423900.000,-39.275000,-32.072000,95.122000,13.521000,0.147000,-0.121000,-0.035000,0.002000
5241,424000.000,-36.801000,-34.250000,94.562000,13.373000,0.164000,-0.112000,-0.043000,0.000000
5242,424100.000,-34.023000,-36.428000,93.730000,13.225000,0.173000,-0.121000,-0.060000,0.000000
5243,424200.000,-31.034000,-38.645000,92.711000,13.069000,0.181000,-0.130000,-0.060000,0.000000
5244,424300.000,-27.953000,-40.939000,91.614000,12.883000,0.207000,-0.147000,-0.069000,0.000000
5245,424400.000,-24.926000,-43.320000,90.525000,12.641000,0.190000,-0.138000,-0.060000,0.000000
5246,424500.000,-22.015000,-45.739000,89.630000,12.393000,0.181000,-0.147000,-0.043000,-0.002000
5247,424600.000,-19.214000,-48.065000,89.023000,12.323000,0.173000,-0.138000,-0.035000,0.000000
5248,424700.000,-16.638000,-50.367000,88.689000,12.291000,0.164000,-0.138000,-0.026000,0.000000
5249,424800.000,-14.256000,-52.615000,88.557000,12.268000,0.147000,-0.138000,-0.017000,0.002000
5250,424900.000,-12.116000,-54.840000,88.502000,12.214000,0.130000,-0.130000,-0.017000,0.002000
5251,425000.000,-10.124000,-56.940000,88.479000,12.105000,0.130000,-0.121000,0.000000,0.000000
5252,425100.000,-8.140000,-58.815000,88.401000,12.120000,0.121000,-0.112000,-0.026000,0.000000
5253,425200.000,-6.187000,-60.503000,88.090000,12.089000,0.112000,-0.095000,-0.026000,0.000000
5254,425300.000,-4.171000,-62.004000,87.398000,11.996000,0.121000,-0.095000,-0.052000,0.002000
5255,425400.000,-2.101000,-63.365000,86.223000,11.731000,0.130000,-0.069000,-0.069000,0.002000
5256,425500.000,0.093000,-64.595000,84.613000,11.373000,0.156000,-0.060000,-0.095000,0.002000
5257,425600.000,2.537000,-65.645000,82.691000,11.078000,0.164000,-0.069000,-0.112000,0.000000
5258,425700.000,5.152000,-66.633000,80.498000,10.736000,0.173000,-0.069000,-0.112000,0.000000
5259,425800.000,7.883000,-67.690000,78.094000,10.331000,0.173000,-0.060000,-0.121000,0.002000
5260,425900.000,10.646000,-68.857000,75.659000,9.864000,0.190000,-0.078000,-0.130000,0.000000
5261,426000.000,13.432000,-70.164000,73.364000,9.405000,0.199000,-0.086000,-0.104000,-0.002000
5262,426100.000,16.225000,-71.502000,71.373000,9.094000,0.181000,-0.104000,-0.086000,-0.002000
5263,426200.000,18.933000,-72.972000,69.700000,8.845000,0.164000,-0.095000,-0.069000,0.000000
5264,426300.000,21.517000,-74.559000,68.285000,8.620000,0.156000,-0.112000,-0.052000,-0.002000
5265,426400.000,23.999000,-76.247000,67.040000,8.363000,0.156000,-0.112000,-0.060000,0.000000
5266,426500.000,26.365000,-77.927000,65.896000,8.098000,0.156000,-0.112000,-0.052000,0.000000
5267,426600.000,28.778000,-79.499000,64.768000,7.951000,0.147000,-0.104000,-0.035000,0.002000
5268,426700.000,31.159000,-80.906000,63.477000,7.764000,0.147000,-0.095000,-0.060000,-0.002000
5269,426800.000,33.532000,-82.151000,61.875000,7.507000,0.147000,-0.069000,-0.069000,0.000000
5270,426900.000,35.844000,-83.131000,59.844000,7.103000,0.138000,-0.043000,-0.104000,0.000000
5271,427000.000,38.147000,-83.777000,57.417000,6.667000,0.147000,-0.043000,-0.112000,0.000000
5272,427100.000,40.466000,-84.080000,54.570000,6.192000,0.147000,-0.009000,-0.147000,-0.002000
5273,427200.000,42.754000,-84.057000,51.396000,5.694000,0.138000,0.017000,-0.147000,-0.002000
5274,427300.000,44.972000,-83.816000,47.896000,5.127000,0.121000,0.035000,-0.164000,0.000000
5275,427400.000,47.088000,-83.396000,44.232000,4.450000,0.112000,0.043000,-0.173000,0.000000
5276,427500.000,49.135000,-82.874000,40.568000,3.851000,0.112000,0.052000,-0.164000,-0.002000
5277,427600.000,51.065000,-82.330000,37.098000,3.306000,0.104000,0.035000,-0.155000,0.000000
5278,427700.000,52.870000,-81.863000,33.886000,2.762000,0.112000,0.026000,-0.138000,0.002000
5279,427800.000,54.559000,-81.544000,31.046000,2.303000,0.095000,0.017000,-0.112000,0.000000
5280,427900.000,56.108000,-81.334000,28.611000,1.906000,0.095000,0.009000,-0.104000,0.000000
5281,428000.000,57.625000,-81.295000,26.488000,1.579000,0.078000,0.000000,-0.104000,0.000000
5282,428100.000,59.073000,-81.397000,24.582000,1.284000,0.086000,-0.009000,-0.069000,-0.002000
5283,428200.000,60.489000,-81.560000,22.738000,0.941000,0.095000,0.000000,-0.086000,0.000000
5284,428300.000,61.960000,-81.708000,20.832000,0.622000,0.104000,-0.009000,-0.095000,-0.002000
5285,428400.000,63.516000,-81.723000,18.779000,0.319000,0.112000,0.000000,-0.121000,0.002000
5286,428500.000,65.104000,-81.568000,16.429000,-0.023000,0.112000,0.009000,-0.138000,0.000000
5287,428600.000,66.652000,-81.210000,13.668000,-0.513000,0.104000,0.026000,-0.147000,0.002000
5288,428700.000,68.162000,-80.588000,10.548000,-1.042000,0.104000,0.060000,-0.155000,0.000000
