点号,相对时间(微秒),  1:母线电压Ua(V),  2:母线电压Ub(V),  3:母线电压Uc(V),  4:母线零序电压3Uo(V),  5:降压变高压侧电流Ia(A),  6:降压变高压侧电流Ib(A),  7:降压变高压侧电流Ic(A),  8:降压变高压侧电流3Io(A)
6302,530100.000,-72.201000,37.213000,40.506000,3.158000,-0.898000,2.437000,-1.529000,-0.002000
6303,530200.000,-71.539000,34.468000,42.870000,3.306000,-0.976000,2.428000,-1.442000,-0.002000
6304,530300.000,-70.777000,31.628000,45.399000,3.563000,-1.054000,2.428000,-1.373000,0.000000
6305,530400.000,-69.967000,28.719000,48.020000,3.874000,-1.132000,2.437000,-1.304000,-0.003000
6306,530500.000,-69.259000,25.716000,50.595000,4.022000,-1.201000,2.437000,-1.235000,-0.002000
6307,530600.000,-68.652000,22.807000,53.123000,4.170000,-1.270000,2.454000,-1.183000,-0.002000
6308,530700.000,-68.107000,20.069000,55.620000,4.325000,-1.348000,2.454000,-1.106000,-0.002000
6309,530800.000,-67.578000,17.549000,58.047000,4.574000,-1.434000,2.489000,-1.054000,-0.002000
6310,530900.000,-67.119000,15.262000,60.342000,4.839000,-1.495000,2.506000,-1.002000,-0.002000
6311,531000.000,-66.800000,13.146000,62.326000,4.948000,-1.564000,2.523000,-0.967000,0.000000
6312,531100.000,-66.465000,11.279000,63.983000,5.025000,-1.607000,2.540000,-0.924000,-0.002000
6313,531200.000,-66.022000,9.630000,65.328000,5.103000,-1.659000,2.540000,-0.872000,-0.002000
6314,531300.000,-65.360000,8.152000,66.386000,5.220000,-1.711000,2.532000,-0.821000,-0.002000
6315,531400.000,-64.528000,6.791000,67.118000,5.337000,-1.754000,2.523000,-0.786000,-0.002000
6316,531500.000,-63.539000,5.398000,67.483000,5.321000,-1.788000,2.489000,-0.708000,-0.002000
6317,531600.000,-62.271000,3.928000,67.631000,5.290000,-1.806000,2.454000,-0.622000,-0.002000
6318,531700.000,-60.738000,2.334000,67.670000,5.267000,-1.857000,2.411000,-0.561000,-0.002000
6319,531800.000,-58.956000,0.615000,67.717000,5.337000,-1.901000,2.350000,-0.466000,-0.002000
6320,531900.000,-57.065000,-1.291000,67.802000,5.383000,-1.935000,2.290000,-0.363000,0.000000
6321,532000.000,-55.057000,-3.469000,67.966000,5.360000,-1.978000,2.247000,-0.250000,-0.002000
6322,532100.000,-52.987000,-5.927000,68.347000,5.368000,-2.039000,2.186000,-0.130000,-0.002000
6323,532200.000,-50.917000,-8.588000,69.055000,5.414000,-2.099000,2.108000,-0.026000,-0.002000
6324,532300.000,-48.933000,-11.365000,70.058000,5.562000,-2.160000,2.057000,0.095000,0.000000
6325,532400.000,-47.026000,-14.297000,71.318000,5.679000,-2.212000,1.996000,0.207000,0.000000
6326,532500.000,-45.275000,-17.339000,72.812000,5.796000,-2.272000,1.944000,0.320000,-0.002000
6327,532600.000,-43.680000,-20.435000,74.484000,5.912000,-2.333000,1.901000,0.423000,-0.002000
6328,532700.000,-42.201000,-23.398000,76.235000,6.045000,-2.367000,1.849000,0.518000,-0.003000
6329,532800.000,-40.801000,-26.214000,77.962000,6.231000,-2.410000,1.797000,0.596000,-0.002000
6330,532900.000,-39.478000,-28.890000,79.525000,6.332000,-2.436000,1.771000,0.656000,-0.003000
6331,533000.000,-38.124000,-31.372000,80.817000,6.418000,-2.479000,1.737000,0.726000,0.000000
6332,533100.000,-36.707000,-33.565000,81.735000,6.511000,-2.479000,1.702000,0.760000,-0.002000
6333,533200.000,-35.190000,-35.471000,82.178000,6.550000,-2.488000,1.650000,0.812000,0.000000
6334,533300.000,-33.517000,-37.175000,82.155000,6.504000,-2.479000,1.624000,0.855000,-0.002000
6335,533400.000,-31.626000,-38.707000,81.696000,6.457000,-2.479000,1.581000,0.890000,-0.002000
6336,533500.000,-29.548000,-40.037000,80.817000,6.364000,-2.471000,1.521000,0.933000,-0.002000
6337,533600.000,-27.268000,-41.219000,79.611000,6.301000,-2.462000,1.460000,0.985000,-0.002000
6338,533700.000,-24.817000,-42.394000,78.148000,6.208000,-2.454000,1.408000,1.045000,-0.002000
6339,533800.000,-22.233000,-43.654000,76.538000,6.052000,-2.445000,1.322000,1.114000,-0.002000
6340,533900.000,-19.556000,-45.031000,74.943000,5.881000,-2.445000,1.244000,1.201000,-0.005000
6341,534000.000,-16.825000,-46.478000,73.512000,5.803000,-2.445000,1.158000,1.287000,-0.002000
6342,534100.000,-14.085000,-48.057000,72.299000,5.757000,-2.471000,1.071000,1.391000,-0.002000
6343,534200.000,-11.416000,-49.877000,71.373000,5.710000,-2.462000,0.985000,1.486000,-0.003000
6344,534300.000,-8.864000,-51.915000,70.696000,5.624000,-2.471000,0.907000,1.572000,0.000000
6345,534400.000,-6.482000,-54.015000,70.268000,5.531000,-2.479000,0.812000,1.658000,-0.002000
6346,534500.000,-4.233000,-56.007000,70.066000,5.570000,-2.488000,0.726000,1.745000,-0.002000
6347,534600.000,-2.117000,-57.951000,70.004000,5.624000,-2.479000,0.665000,1.805000,-0.002000
6348,534700.000,-0.171000,-59.849000,69.957000,5.632000,-2.488000,0.596000,1.874000,-0.003000
6349,534800.000,1.611000,-61.576000,69.833000,5.593000,-2.462000,0.544000,1.917000,0.000000
6350,534900.000,3.253000,-63.039000,69.475000,5.484000,-2.454000,0.484000,1.952000,-0.002000
6351,535000.000,4.879000,-64.167000,68.954000,5.492000,-2.428000,0.432000,1.987000,-0.002000
6352,535100.000,6.537000,-65.022000,68.152000,5.461000,-2.402000,0.354000,2.030000,-0.003000
6353,535200.000,8.171000,-65.660000,67.001000,5.376000,-2.359000,0.302000,2.038000,-0.002000
6354,535300.000,9.805000,-66.049000,65.437000,5.220000,-2.324000,0.233000,2.073000,0.000000
6355,535400.000,11.525000,-66.259000,63.524000,4.979000,-2.272000,0.156000,2.090000,-0.002000
6356,535500.000,13.439000,-66.306000,61.431000,4.870000,-2.212000,0.078000,2.125000,-0.002000
6357,535600.000,15.564000,-66.360000,59.144000,4.722000,-2.143000,-0.026000,2.168000,-0.002000
6358,535700.000,17.813000,-66.454000,56.670000,4.543000,-2.091000,-0.112000,2.202000,0.000000
6359,535800.000,20.186000,-66.687000,54.103000,4.294000,-2.039000,-0.233000,2.254000,0.000000
6360,535900.000,22.715000,-67.123000,51.544000,4.022000,-1.961000,-0.363000,2.289000,0.000000
6361,536000.000,25.439000,-67.737000,49.156000,3.890000,-1.909000,-0.458000,2.349000,-0.002000
6362,536100.000,28.272000,-68.515000,46.892000,3.765000,-1.840000,-0.570000,2.401000,-0.003000
6363,536200.000,31.065000,-69.464000,44.753000,3.602000,-1.797000,-0.683000,2.453000,-0.002000
6364,536300.000,33.805000,-70.569000,42.777000,3.407000,-1.736000,-0.778000,2.505000,-0.002000
6365,536400.000,36.482000,-71.774000,40.964000,3.228000,-1.702000,-0.864000,2.539000,-0.002000
6366,536500.000,39.065000,-72.902000,39.346000,3.135000,-1.667000,-0.933000,2.591000,-0.003000
6367,536600.000,41.447000,-73.882000,37.837000,3.065000,-1.624000,-1.002000,2.608000,-0.002000
6368,536700.000,43.571000,-74.738000,36.359000,2.948000,-1.564000,-1.063000,2.626000,-0.002000
6369,536800.000,45.462000,-75.407000,34.866000,2.785000,-1.529000,-1.106000,2.626000,-0.003000
6370,536900.000,47.127000,-75.765000,33.302000,2.653000,-1.495000,-1.158000,2.643000,-0.002000
6371,537000.000,48.598000,-75.780000,31.630000,2.521000,-1.460000,-1.184000,2.634000,-0.003000
6372,537100.000,49.859000,-75.422000,29.817000,2.419000,-1.391000,-1.236000,2.617000,-0.002000
6373,537200.000,51.003000,-74.824000,27.818000,2.256000,-1.330000,-1.287000,2.608000,-0.002000
6374,537300.000,52.069000,-74.046000,25.601000,2.046000,-1.279000,-1.322000,2.591000,0.000000
6375,537400.000,53.143000,-73.050000,23.189000,1.859000,-1.201000,-1.383000,2.565000,0.000000
6376,537500.000,54.209000,-71.852000,20.591000,1.665000,-1.123000,-1.434000,2.557000,0.000000
6377,537600.000,55.322000,-70.600000,17.806000,1.424000,-1.045000,-1.478000,2.539000,0.000000
6378,537700.000,56.481000,-69.285000,14.874000,1.167000,-0.968000,-1.555000,2.522000,-0.002000
6379,537800.000,57.711000,-67.916000,11.910000,0.972000,-0.898000,-1.616000,2.513000,0.000000
6380,537900.000,58.940000,-66.531000,8.923000,0.747000,-0.812000,-1.694000,2.496000,-0.002000
6381,538000.000,60.170000,-65.217000,5.928000,0.506000,-0.734000,-1.763000,2.487000,-0.002000
6382,538100.000,61.407000,-64.042000,3.042000,0.241000,-0.648000,-1.832000,2.479000,-0.002000
6383,538200.000,62.645000,-62.907000,0.288000,0.016000,-0.579000,-1.910000,2.479000,-0.002000
6384,538300.000,63.835000,-61.833000,-2.256000,-0.140000,-0.492000,-1.979000,2.479000,-0.002000
6385,538400.000,64.932000,-60.845000,-4.621000,-0.288000,-0.423000,-2.039000,2.462000,-0.003000
6386,538500.000,65.944000,-59.997000,-6.822000,-0.506000,-0.346000,-2.100000,2.462000,-0.002000
6387,538600.000,66.870000,-59.235000,-8.821000,-0.685000,-0.259000,-2.169000,2.436000,-0.003000
6388,538700.000,67.641000,-58.457000,-10.665000,-0.848000,-0.199000,-2.229000,2.401000,-0.002000
6389,538800.000,68.294000,-57.594000,-12.361000,-0.941000,-0.104000,-2.264000,2.384000,-0.002000
6390,538900.000,68.886000,-56.660000,-14.026000,-1.004000,-0.026000,-2.316000,2.332000,-0.002000
6391,539000.000,69.329000,-55.703000,-15.745000,-1.190000,0.052000,-2.342000,2.297000,-0.005000
6392,539100.000,69.695000,-54.583000,-17.557000,-1.369000,0.147000,-2.368000,2.237000,-0.002000
6393,539200.000,69.998000,-53.245000,-19.487000,-1.564000,0.233000,-2.394000,2.159000,-0.003000
6394,539300.000,70.302000,-51.682000,-21.579000,-1.688000,0.320000,-2.428000,2.107000,-0.002000
6395,539400.000,70.652000,-49.939000,-23.889000,-1.797000,0.415000,-2.437000,2.038000,0.000000
6396,539500.000,70.909000,-48.057000,-26.449000,-2.054000,0.510000,-2.454000,1.969000,-0.002000
6397,539600.000,71.150000,-45.988000,-29.241000,-2.318000,0.596000,-2.471000,1.883000,-0.003000
6398,539700.000,71.352000,-43.716000,-32.182000,-2.598000,0.682000,-2.480000,1.814000,-0.003000
6399,539800.000,71.617000,-41.297000,-35.216000,-2.793000,0.769000,-2.515000,1.762000,0.000000
6400,539900.000,71.866000,-38.792000,-38.226000,-2.941000,0.838000,-2.532000,1.693000,-0.003000
6401,540000.000,71.959000,-36.366000,-41.283000,-3.228000,0.907000,-2.549000,1.641000,-0.002000
6402,540100.000,71.975000,-33.931000,-44.208000,-3.516000,0.985000,-2.558000,1.589000,-0.002000
6403,540200.000,71.905000,-31.589000,-46.908000,-3.773000,1.045000,-2.592000,1.555000,0.000000
6404,540300.000,71.804000,-29.326000,-49.311000,-3.897000,1.106000,-2.610000,1.503000,-0.002000
6405,540400.000,71.586000,-27.194000,-51.412000,-3.999000,1.166000,-2.627000,1.468000,0.000000
6406,540500.000,71.236000,-25.273000,-53.279000,-4.170000,1.227000,-2.644000,1.425000,-0.002000
6407,540600.000,70.745000,-23.507000,-54.905000,-4.349000,1.270000,-2.644000,1.382000,0.000000
6408,540700.000,70.185000,-21.819000,-56.243000,-4.481000,1.330000,-2.653000,1.321000,0.000000
6409,540800.000,69.547000,-20.131000,-57.355000,-4.512000,1.391000,-2.653000,1.270000,-0.002000
6410,540900.000,68.808000,-18.451000,-58.343000,-4.551000,1.443000,-2.644000,1.192000,0.000000
6411,541000.000,67.921000,-16.786000,-59.331000,-4.652000,1.503000,-2.627000,1.140000,-0.002000
6412,541100.000,66.901000,-15.060000,-60.218000,-4.761000,1.546000,-2.601000,1.054000,-0.003000
6413,541200.000,65.742000,-13.239000,-61.034000,-4.847000,1.616000,-2.584000,0.976000,-0.002000
6414,541300.000,64.504000,-11.186000,-61.851000,-4.847000,1.659000,-2.540000,0.898000,-0.003000
6415,541400.000,63.111000,-9.000000,-62.785000,-4.940000,1.711000,-2.515000,0.795000,-0.002000
6416,541500.000,61.625000,-6.659000,-63.796000,-5.041000,1.771000,-2.471000,0.708000,-0.002000
6417,541600.000,60.038000,-4.154000,-64.901000,-5.127000,1.814000,-2.428000,0.605000,-0.003000
6418,541700.000,58.403000,-1.525000,-66.075000,-5.236000,1.875000,-2.394000,0.518000,0.000000
6419,541800.000,56.800000,1.206000,-67.398000,-5.337000,1.944000,-2.350000,0.423000,0.002000
6420,541900.000,55.221000,3.959000,-68.782000,-5.461000,1.996000,-2.316000,0.328000,-0.002000
6421,542000.000,53.664000,6.690000,-70.183000,-5.609000,2.056000,-2.290000,0.233000,-0.002000
6422,542100.000,52.186000,9.404000,-71.536000,-5.663000,2.108000,-2.264000,0.155000,0.000000
6423,542200.000,50.785000,11.995000,-72.936000,-5.772000,2.160000,-2.238000,0.078000,-0.005000
6424,542300.000,49.446000,14.437000,-74.274000,-5.905000,2.229000,-2.195000,-0.009000,-0.002000
6425,542400.000,48.147000,16.732000,-75.488000,-6.029000,2.272000,-2.169000,-0.078000,-0.002000
6426,542500.000,46.878000,18.902000,-76.523000,-6.107000,2.307000,-2.143000,-0.173000,-0.002000
6427,542600.000,45.649000,20.964000,-77.394000,-6.138000,2.341000,-2.082000,-0.250000,-0.003000
6428,542700.000,44.341000,22.877000,-78.094000,-6.169000,2.384000,-2.048000,-0.328000,-0.005000
6429,542800.000,42.902000,24.690000,-78.576000,-6.239000,2.393000,-1.987000,-0.406000,-0.003000
6430,542900.000,41.291000,26.417000,-78.825000,-6.317000,2.428000,-1.953000,-0.458000,-0.002000
6431,543000.000,39.540000,28.198000,-78.802000,-6.270000,2.428000,-1.884000,-0.527000,-0.003000
6432,543100.000,37.633000,30.018000,-78.576000,-6.208000,2.445000,-1.823000,-0.596000,-0.002000
6433,543200.000,35.509000,31.838000,-78.195000,-6.161000,2.445000,-1.763000,-0.691000,0.000000
6434,543300.000,33.167000,33.697000,-77.713000,-6.146000,2.445000,-1.676000,-0.751000,-0.002000
6435,543400.000,30.637000,35.634000,-77.199000,-6.200000,2.462000,-1.616000,-0.838000,-0.002000
6436,543500.000,28.108000,37.696000,-76.577000,-6.099000,2.454000,-1.538000,-0.907000,-0.002000
6437,543600.000,25.517000,39.858000,-75.962000,-6.006000,2.454000,-1.469000,-0.985000,-0.002000
6438,543700.000,22.910000,42.060000,-75.465000,-5.943000,2.479000,-1.391000,-1.080000,-0.002000
6439,543800.000,20.326000,44.253000,-75.115000,-5.959000,2.497000,-1.322000,-1.175000,-0.003000
6440,543900.000,17.828000,46.439000,-74.920000,-6.052000,2.505000,-1.244000,-1.252000,-0.003000
6441,544000.000,15.525000,48.648000,-74.757000,-5.990000,2.523000,-1.184000,-1.330000,0.000000
6442,544100.000,13.369000,50.826000,-74.648000,-5.928000,2.540000,-1.115000,-1.399000,-0.002000
6443,544200.000,11.346000,52.895000,-74.679000,-5.912000,2.540000,-1.046000,-1.477000,-0.003000
6444,544300.000,9.416000,54.824000,-74.803000,-5.967000,2.549000,-1.002000,-1.546000,-0.003000
6445,544400.000,7.595000,56.551000,-74.834000,-6.060000,2.531000,-0.951000,-1.589000,0.000000
6446,544500.000,5.906000,58.099000,-74.570000,-5.975000,2.523000,-0.890000,-1.615000,-0.002000
6447,544600.000,4.264000,59.391000,-74.018000,-5.873000,2.514000,-0.847000,-1.658000,-0.002000
6448,544700.000,2.568000,60.417000,-73.240000,-5.803000,2.488000,-0.778000,-1.701000,-0.002000
6449,544800.000,0.778000,61.149000,-72.112000,-5.749000,2.462000,-0.717000,-1.719000,0.000000
6450,544900.000,-1.105000,61.662000,-70.564000,-5.663000,2.419000,-0.657000,-1.745000,0.000000
6451,545000.000,-3.058000,62.035000,-68.635000,-5.461000,2.384000,-0.579000,-1.779000,-0.003000
6452,545100.000,-5.159000,62.346000,-66.472000,-5.251000,2.341000,-0.493000,-1.814000,0.000000
6453,545200.000,-7.424000,62.642000,-64.177000,-5.080000,2.298000,-0.406000,-1.874000,0.000000
6454,545300.000,-9.844000,62.922000,-61.781000,-4.917000,2.263000,-0.320000,-1.917000,0.000000
6455,545400.000,-12.373000,63.327000,-59.362000,-4.761000,2.203000,-0.216000,-1.987000,-0.002000
6456,545500.000,-14.934000,63.933000,-57.067000,-4.566000,2.168000,-0.112000,-2.056000,0.000000
6457,545600.000,-17.525000,64.781000,-54.975000,-4.364000,2.134000,0.000000,-2.125000,-0.002000
6458,545700.000,-20.140000,65.785000,-53.100000,-4.224000,2.091000,0.121000,-2.185000,0.000000
6459,545800.000,-22.739000,66.936000,-51.497000,-4.123000,2.047000,0.233000,-2.263000,-0.002000
6460,545900.000,-25.245000,68.282000,-50.183000,-4.037000,2.013000,0.346000,-2.323000,-0.002000
6461,546000.000,-27.649000,69.728000,-49.070000,-3.960000,1.970000,0.432000,-2.384000,0.000000
6462,546100.000,-29.953000,71.199000,-48.090000,-3.874000,1.918000,0.536000,-2.427000,-0.002000
6463,546200.000,-32.124000,72.575000,-47.149000,-3.789000,1.883000,0.605000,-2.462000,0.000000
6464,546300.000,-34.147000,73.797000,-46.200000,-3.703000,1.832000,0.674000,-2.487000,-0.002000
6465,546400.000,-36.061000,74.785000,-45.134000,-3.617000,1.780000,0.734000,-2.487000,-0.003000
6466,546500.000,-37.867000,75.485000,-43.819000,-3.501000,1.728000,0.778000,-2.496000,0.000000
6467,546600.000,-39.610000,75.811000,-42.209000,-3.400000,1.667000,0.821000,-2.496000,0.000000
6468,546700.000,-41.306000,75.780000,-40.257000,-3.283000,1.616000,0.873000,-2.470000,-0.002000
6469,546800.000,-42.894000,75.454000,-37.938000,-3.050000,1.546000,0.916000,-2.453000,0.000000
6470,546900.000,-44.505000,74.831000,-35.270000,-2.801000,1.477000,0.968000,-2.436000,0.000000
6471,547000.000,-46.147000,73.929000,-32.314000,-2.567000,1.425000,1.028000,-2.427000,0.000000
6472,547100.000,-47.835000,72.863000,-29.195000,-2.365000,1.356000,1.080000,-2.436000,-0.002000
6473,547200.000,-49.555000,71.751000,-25.966000,-2.132000,1.279000,1.141000,-2.427000,-0.002000
6474,547300.000,-51.252000,70.685000,-22.653000,-1.820000,1.209000,1.227000,-2.436000,-0.002000
6475,547400.000,-53.003000,69.721000,-19.385000,-1.501000,1.158000,1.305000,-2.444000,0.000000
6476,547500.000,-54.839000,68.896000,-16.328000,-1.299000,1.071000,1.408000,-2.453000,-0.002000
6477,547600.000,-56.691000,68.243000,-13.543000,-1.128000,1.011000,1.478000,-2.487000,-0.002000
6478,547700.000,-58.473000,67.784000,-11.007000,-0.957000,0.959000,1.564000,-2.496000,-0.002000
6479,547800.000,-60.045000,67.434000,-8.689000,-0.747000,0.890000,1.642000,-2.522000,-0.003000
6480,547900.000,-61.454000,67.193000,-6.643000,-0.506000,0.829000,1.694000,-2.539000,0.000000
6481,548000.000,-62.715000,66.905000,-4.940000,-0.428000,0.778000,1.763000,-2.531000,-0.002000
6482,548100.000,-63.781000,66.578000,-3.438000,-0.358000,0.700000,1.806000,-2.522000,0.000000
6483,548200.000,-64.590000,66.150000,-2.015000,-0.264000,0.648000,1.866000,-2.496000,-0.002000
6484,548300.000,-65.127000,65.536000,-0.607000,-0.117000,0.596000,1.892000,-2.470000,0.000000
6485,548400.000,-65.477000,64.742000,0.832000,0.078000,0.510000,1.936000,-2.453000,0.000000
6486,548500.000,-65.749000,63.669000,2.334000,0.148000,0.441000,1.970000,-2.392000,0.000000
6487,548600.000,-65.921000,62.323000,4.022000,0.249000,0.346000,1.996000,-2.349000,0.000000
6488,548700.000,-66.069000,60.744000,5.982000,0.389000,0.259000,2.031000,-2.289000,-0.002000
6489,548800.000,-66.193000,58.994000,8.261000,0.599000,0.164000,2.065000,-2.220000,-0.002000
6490,548900.000,-66.395000,57.119000,10.813000,0.887000,0.060000,2.100000,-2.151000,-0.002000
6491,549000.000,-66.800000,55.066000,13.598000,1.058000,-0.052000,2.134000,-2.090000,0.000000
6492,549100.000,-67.376000,52.934000,16.655000,1.268000,-0.173000,2.178000,-2.012000,-0.002000
6493,549200.000,-68.107000,50.826000,19.907000,1.501000,-0.268000,2.229000,-1.961000,0.000000
6494,549300.000,-68.979000,48.858000,23.298000,1.820000,-0.371000,2.273000,-1.909000,-0.002000
6495,549400.000,-69.960000,46.999000,26.737000,2.155000,-0.475000,2.342000,-1.857000,-0.002000
6496,549500.000,-71.057000,45.187000,30.035000,2.373000,-0.562000,2.376000,-1.805000,-0.002000
6497,549600.000,-72.138000,43.460000,33.193000,2.583000,-0.648000,2.437000,-1.779000,-0.002000
6498,549700.000,-73.127000,41.896000,36.126000,2.785000,-0.717000,2.454000,-1.745000,-0.003000
6499,549800.000,-73.944000,40.465000,38.817000,3.050000,-0.769000,2.489000,-1.710000,0.000000
6500,549900.000,-74.528000,39.041000,41.190000,3.267000,-0.838000,2.497000,-1.676000,-0.002000
6501,550000.000,-74.815000,37.563000,43.228000,3.415000,-0.881000,2.523000,-1.641000,-0.002000
6502,550100.000,-74.808000,36.015000,44.908000,3.501000,-0.916000,2.532000,-1.606000,-0.002000
6503,550200.000,-74.465000,34.429000,46.340000,3.586000,-0.976000,2.532000,-1.563000,-0.002000
6504,550300.000,-73.788000,32.725000,47.616000,3.742000,-1.028000,2.515000,-1.503000,-0.003000
6505,550400.000,-72.870000,30.843000,48.736000,3.835000,-1.063000,2.506000,-1.451000,0.000000
6506,550500.000,-71.749000,28.781000,49.833000,3.921000,-1.114000,2.497000,-1.382000,-0.002000
6507,550600.000,-70.489000,26.564000,50.976000,4.014000,-1.184000,2.480000,-1.296000,-0.003000
6508,550700.000,-69.189000,24.161000,52.236000,4.108000,-1.244000,2.471000,-1.218000,-0.003000
6509,550800.000,-67.897000,21.594000,53.730000,4.224000,-1.330000,2.463000,-1.123000,-0.003000
6510,550900.000,-66.691000,18.910000,55.410000,4.356000,-1.391000,2.437000,-1.036000,0.000000
6511,551000.000,-65.586000,16.188000,57.269000,4.496000,-1.477000,2.437000,-0.959000,0.000000
6512,551100.000,-64.528000,13.519000,59.253000,4.699000,-1.564000,2.428000,-0.872000,-0.003000
6513,551200.000,-63.539000,10.812000,61.276000,4.878000,-1.633000,2.419000,-0.795000,-0.002000
6514,551300.000,-62.676000,8.175000,63.275000,5.002000,-1.693000,2.411000,-0.717000,-0.002000
6515,551400.000,-61.897000,5.663000,65.204000,5.119000,-1.762000,2.402000,-0.648000,-0.002000
6516,551500.000,-61.119000,3.360000,67.048000,5.282000,-1.823000,2.402000,-0.587000,0.000000
6517,551600.000,-60.318000,1.198000,68.697000,5.453000,-1.866000,2.385000,-0.510000,0.000000
6518,551700.000,-59.438000,-0.825000,70.058000,5.586000,-1.927000,2.368000,-0.458000,-0.002000
6519,551800.000,-58.520000,-2.754000,71.124000,5.632000,-1.961000,2.342000,-0.397000,-0.003000
6520,551900.000,-57.508000,-4.527000,71.925000,5.624000,-1.996000,2.333000,-0.328000,0.000000
6521,552000.000,-56.302000,-6.200000,72.501000,5.718000,-2.030000,2.298000,-0.250000,-0.003000
6522,552100.000,-54.917000,-7.818000,72.874000,5.765000,-2.065000,2.264000,-0.181000,-0.002000
6523,552200.000,-53.368000,-9.498000,73.069000,5.811000,-2.117000,2.221000,-0.095000,-0.002000
6524,552300.000,-51.734000,-11.256000,73.162000,5.788000,-2.143000,2.152000,-0.009000,-0.002000
6525,552400.000,-49.983000,-13.185000,73.216000,5.710000,-2.168000,2.082000,0.086000,0.000000
6526,552500.000,-48.038000,-15.215000,73.403000,5.772000,-2.212000,2.013000,0.199000,0.000000
6527,552600.000,-46.007000,-17.409000,73.745000,5.858000,-2.246000,1.944000,0.302000,-0.002000
6528,552700.000,-43.960000,-19.812000,74.197000,5.936000,-2.289000,1.875000,0.415000,0.000000
6529,552800.000,-41.898000,-22.410000,74.772000,5.936000,-2.324000,1.815000,0.518000,-0.002000
6530,552900.000,-39.851000,-25.195000,75.480000,5.928000,-2.350000,1.745000,0.613000,-0.003000
6531,553000.000,-37.719000,-28.003000,76.336000,6.045000,-2.376000,1.668000,0.700000,0.000000
6532,553100.000,-35.587000,-30.788000,77.269000,6.169000,-2.402000,1.616000,0.803000,-0.002000
6533,553200.000,-33.517000,-33.573000,78.125000,6.262000,-2.419000,1.564000,0.864000,0.000000
6534,553300.000,-31.478000,-36.303000,78.841000,6.294000,-2.454000,1.504000,0.933000,-0.002000
6535,553400.000,-29.486000,-38.909000,79.393000,6.247000,-2.462000,1.460000,0.993000,-0.002000
6536,553500.000,-27.462000,-41.227000,79.813000,6.340000,-2.479000,1.417000,1.054000,0.000000
6537,553600.000,-25.462000,-43.257000,79.992000,6.395000,-2.488000,1.391000,1.114000,0.000000
6538,553700.000,-23.486000,-45.101000,79.852000,6.387000,-2.505000,1.339000,1.140000,-0.003000
6539,553800.000,-21.533000,-46.758000,79.401000,6.301000,-2.505000,1.287000,1.209000,-0.002000
6540,553900.000,-19.572000,-48.220000,78.701000,6.192000,-2.505000,1.244000,1.244000,0.000000
6541,554000.000,-17.540000,-49.449000,77.868000,6.153000,-2.497000,1.184000,1.313000,-0.002000
6542,554100.000,-15.463000,-50.593000,76.873000,6.130000,-2.497000,1.123000,1.365000,-0.002000
6543,554200.000,-13.362000,-51.728000,75.745000,6.060000,-2.479000,1.054000,1.425000,0.000000
6544,554300.000,-11.214000,-52.895000,74.516000,5.897000,-2.462000,0.985000,1.468000,-0.002000
6545,554400.000,-9.011000,-54.000000,73.209000,5.788000,-2.462000,0.916000,1.555000,-0.003000
6546,554500.000,-6.747000,-55.081000,71.863000,5.687000,-2.445000,0.838000,1.615000,-0.002000
6547,554600.000,-4.397000,-56.178000,70.486000,5.624000,-2.436000,0.752000,1.667000,-0.002000
6548,554700.000,-2.047000,-57.391000,69.148000,5.531000,-2.419000,0.665000,1.745000,0.000000
6549,554800.000,0.296000,-58.628000,67.818000,5.376000,-2.402000,0.579000,1.805000,0.000000
6550,554900.000,2.654000,-59.834000,66.511000,5.274000,-2.384000,0.493000,1.874000,-0.002000
6551,555000.000,4.973000,-61.071000,65.274000,5.212000,-2.359000,0.415000,1.935000,-0.002000
6552,555100.000,7.229000,-62.315000,64.092000,5.103000,-2.350000,0.337000,1.995000,-0.002000
6553,555200.000,9.408000,-63.552000,62.956000,4.994000,-2.324000,0.251000,2.064000,-0.003000
6554,555300.000,11.533000,-64.696000,61.890000,4.955000,-2.289000,0.164000,2.125000,-0.002000
6555,555400.000,13.572000,-65.777000,60.817000,4.878000,-2.263000,0.086000,2.177000,0.000000
6556,555500.000,15.525000,-66.788000,59.728000,4.777000,-2.220000,-0.009000,2.211000,-0.003000
6557,555600.000,17.400000,-67.760000,58.584000,4.652000,-2.177000,-0.086000,2.263000,-0.002000
6558,555700.000,19.276000,-68.601000,57.347000,4.535000,-2.134000,-0.181000,2.297000,-0.002000
6559,555800.000,21.190000,-69.316000,55.986000,4.473000,-2.073000,-0.268000,2.332000,-0.002000
6560,555900.000,23.159000,-69.946000,54.516000,4.388000,-2.030000,-0.354000,2.367000,-0.002000
6561,556000.000,25.182000,-70.545000,52.835000,4.240000,-1.961000,-0.432000,2.392000,-0.002000
6562,556100.000,27.268000,-71.059000,50.937000,4.045000,-1.892000,-0.536000,2.410000,-0.002000
6563,556200.000,29.447000,-71.510000,48.845000,3.843000,-1.832000,-0.605000,2.427000,0.000000
6564,556300.000,31.758000,-71.836000,46.628000,3.695000,-1.788000,-0.691000,2.444000,0.000000
6565,556400.000,34.170000,-72.140000,44.278000,3.586000,-1.711000,-0.769000,2.470000,-0.002000
6566,556500.000,36.591000,-72.420000,41.735000,3.345000,-1.641000,-0.847000,2.479000,0.000000
6567,556600.000,39.003000,-72.653000,39.074000,3.088000,-1.590000,-0.925000,2.505000,-0.002000
